article_id,sentiment_raw,sentiment_norm,risk_raw,risk_norm,sector_raw,sector_norm,predicted_sector,sector_ok,evidence_user_raw,evidence_predicted,evidence_ok,evidence_rule
rss-baba36300a3a5a20,positive,positive,,,Healthcare,Healthcare,Healthcare,1,,"UnitedHealth is prioritizing profitability over rapid growth as improving margins, stronger earnings and Optum expansion aim to support a long-term turnaround.",,
rss-923daad8ee219f26,positive,positive,,,Investment Management,Financials,Financials,1,,Completes Refinancing of Asset-Based Lending Facility and Enhances Financial Flexibility.,,
rss-13286e0a501a7850,negative,negative,none,none,Industrials,Industrials,Industrials,1,,"Ryanair passenger partially sucked out of window on flight from Greece Reuters Passenger Is Partly Sucked Through Window on Ryanair Subsidiary Flight, Reports Say The New York Times Video Shows Damaged Engine on Ryanair Boeing 737 After Mid-Air Window Strike Nearly Sucked Man Out Yahoo Ryanair passenger sucked out of airplane ‘to his shoulders’ after window breaks CNN Man nearly sucked out of window mid-air on Ryanair plane, passengers say BBC Ryanair passenger partially sucked out of window on flight from Greece Reuters Passenger Is Partly Sucked Through Window on Ryanair Subsidiary Flight, Reports Say The New York Times Video Shows Damaged Engine on Ryanair Boeing 737 After Mid-Air Window Strike Nearly Sucked Man Out Yahoo Ryanair passenger sucked out of airplane ‘to his shoulders’ after window breaks CNN Man nearly sucked out of window mid-air on Ryanair plane, passengers say BBC",,
rss-75b52a0d8bc58306,positive,positive,,,Financials,Financials,Financials,1,,The PNC Financial Services Group (PNC) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report.,,
rss-880a523cd9ef0a14,positive,positive,,,Energy,Energy,Energy,1,,ExxonMobil vs.,,
rss-238e983a0c3902b1,negative,negative,earnings risk,earnings risk,Consumer Discretionary,Consumer Discretionary,Unmapped,0,"Wingstop Inc.’s stock WING -3.27% tumbled 12% early Wednesday, after the operator of chicken wing and sandwich restaurants .",Wingstop’s stock slides 12% after profit falls short of estimates,0,nomatch(0.47)
rss-6fcd8bd6d549d3ba,neutral,neutral,,,Communication Services,Communication Services,Communication Services,1,,"Using Ericsson technology and AT&T network expertise, it detected and located multiple drones, then tracked their movement, illustrating how wireless infra.",,
rss-d5ae219857e7be84,positive,positive,,,Information Technology,Technology,Technology,1,,Nvidia is lagging the market so far in 2026.,,
rss-a6e1a69d8dba430d,positive,positive,,,Materials,Materials,Materials,1,,"Southern Copper (NYSE:SCCO) is the name on every commodity desk’s lips right now, with the stock up 73.95% over the past year on the back of a screaming copper tape.",,
rss-a834807eb097be8b,neutral,neutral,,,Financials,Financials,Healthcare,0,,"Holcomb will support Halifax by assessing and optimizing data infrastructure, analytics capabilities, and artificial intelligence readiness across portfolio companies and new investment opportunities.",,
rss-c22e13306263cddf,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,(O) has received quite a bit of attention from Zacks.com users lately.,,
rss-c07032bc0dc7e027,positive,positive,,,Investment Management,Financials,Consumer Discretionary,0,,"Three of them stand out for July: a beaten-down quick-service leader, a biopharma machine firing on all cylinders, and a home improvement giant priced for a ...",,
rss-675d3fc34b87ef27,negative,negative,valuation risk,valuation risk,Industrials,Industrials,Utilities,0,"Against that backdrop, the expectation of stronger upcoming earnings and continued premium pricing invites you to weigh different scenarios for how Southern's heavy capital program could influence future profitability and risk.","This combination of anticipated profit and sales improvement, stable forecasts, and relatively rich valuation highlights investor confidence in Southern’s near-term business outlook.",0,nomatch(0.34)
rss-bb26ea71ecab73db,positive,positive,,,Industrials,Industrials,Industrials,1,,"Honeywell's Building Automation momentum is driving growth as strong demand, rising orders and data center and healthcare investments support the segment's outlook.",,
rss-56b88b3e6aa6045b,neutral,neutral,,,Utilities,Utilities,Consumer Discretionary,0,,"Boasting robust wind resources in southern Brazil, the Gran Sul project will contribute to the country's electricity grid and support the energy transition by expanding the company's presence in hydropower, wind, and solar power.",,
rss-91fa898a2dc7e44f,positive,positive,,,Information Technology,Technology,Technology,1,,"Key PointsNvidia can still generate strong long-term returns, but its $4.7 trillion size makes another 100-fold gain effectively impossible.",,
rss-d520243c73b1f377,neutral,neutral,,,Healthcare,Healthcare,Healthcare,1,,AstraZeneca stock crashed Thursday after its Ionis-partnered treatment for a rare heart disease failed in Phase 3 testing.,,
rss-fc6eb27467580db2,positive,positive,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,"Recent trading interest in Costco Wholesale (COST) has been fueled by a mix of strong recent results, high membership renewal rates, and new digital initiatives.",,
rss-71905c26ae6935b2,positive,positive,,,Financials,Financials,Unmapped,0,,"London Stock Exchange Group says income grew, led by Tradeweb",,
rss-c415bc19a86b16ba,positive,positive,,,Communication Services,Communication Services,Communication Services,1,,Netflix shares are down 17% this year and recently touched a 52-week low.,,
rss-8b7d36bdda0ea1f1,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,"DOC surges 28% in three months as leasing, occupancy gains and Janus Living growth support its shift toward labs and outpatient assets.",,
rss-cacecf64334221d9,negative,negative,demand risk?earnings risk?geopolitical risk,demand risk;earnings risk;geopolitical risk,Consumer Staples,Consumer Staples,Consumer Staples,1,"Part of the pressure comes from concern that comparable sales are slowing. Tariffs are another headache. If costs rise, Walmart has to decide how much it can absorb and how much it can pass on to shoppers.That is not an easy balance. Walmart's strength has always been price. Push prices too high, and customers notice. Protect prices too aggressively, and margins can feel the pressure.",Slower comparable sales and tariff concerns remain key risks.,0,nomatch(0.17)
rss-c009c8702e9a963c,positive,positive,,,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,,"Wendy's 28% gain in a month is fueled by retail-trader buzz, Project Fresh optimism and valuation appeal, but weak U.S.",,
rss-9c2ac864bd19fa78,positive,positive,,,none,Unmapped,Industrials,0,,"Companies with federal interests — including Boeing, Lockheed Martin and Oracle — are sponsoring a Trump-aligned effort celebrating America’s 250th birthday.",,
rss-bcb668b1e05b419f,positive,positive,,,none,Unmapped,Unmapped,1,,"Mayor Mamdani announces 'Click to Cancel' rule to rid NYC of subscription traps and junk fees ABC7 New York New York City becomes first in the US to ban deceptive subscription practices The Guardian Mayor Mamdani Announces Landmark ""Click-To-Cancel"" Consumer Protection Rules to Ban Subscription Traps and Junk Fees NYC.gov Mamdani Announces New Click-To-Cancel Rule For New York City Engadget Mayor Mamdani Unveils Click-to-Cancel Rules in NYC Mirage News Mayor Mamdani announces 'Click to Cancel' rule to rid NYC of subscription traps and junk fees ABC7 New York New York City becomes first in the US to ban deceptive subscription practices The Guardian Mayor Mamdani Announces Landmark ""Click-To-Cancel"" Consumer Protection Rules to Ban Subscription Traps and Junk Fees NYC.gov Mamdani Announces New Click-To-Cancel Rule For New York City Engadget Mayor Mamdani Unveils Click-to-Cancel Rules in NYC Mirage News",,
rss-0cc4aac0a1164e17,positive,positive,,,Financials,Financials,Utilities,0,,"A median Silicon Valley home can easily run near $1.6 million to $2 million, and today’s mortgage rates can turn that into a roughly $10,000 to $12,000 monthly housing payment once principal, interest, property taxes, and insurance are included.",,
rss-d5a398f57438cf32,positive,positive,,,Financials,Financials,Consumer Staples,0,,"That alternative is Vanguard Information Technology ETF (NYSEARCA:VGT), a roughly $143 billion fund that has ...",,
rss-ff5ca732519fb858,positive,positive,,,Communication Services,Communication Services,Communication Services,1,,BofA Securities reiterated its ‘Buy’ rating on Meta after a Reuters report said the company is ramping up its AI infrastructure with a custom-designed chip.,,
rss-0bfad27f80db7281,neutral,neutral,,,Financials,Financials,Technology,0,,Shares are up 15.49% year to date and sit at $313.39.,,
rss-bfc48480cdf4c21a,negative,negative,demand risk,demand risk,Information Technology,Technology,Financials,0,He also expects hyperscaler companies to potentially start to soften expectations of their spending plans given the recent run of underperformance.,"(Bloomberg) -- US stocks will struggle to reach new highs as investors rotate out of some of this year’s biggest winning technology trades, according to Morgan Stanley strategists.Most Read from BloombergOil, Gas Tankers Cross Hormuz Via Oman-Side Route After U-TurnsGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaThe Supertanker Tycoon Making Millions on Hormuz Shuttle RunsModi’s Flagship Biofuel Push Faces Backlash From MotoristsOil’s Supply Wave, Tumbling Prices Rekindle Fears (Bloomberg) -- US stocks will struggle to reach new highs as investors rotate out of some of this year’s biggest winning technology trades, according to Morgan Stanley strategists.Most Read from BloombergOil, Gas Tankers Cross Hormuz Via Oman-Side Route After U-TurnsGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaThe Supertanker Tycoon Making Millions on Hormuz Shuttle RunsModi’s Flagship Biofuel Push Faces Backlash From MotoristsOil’s Supply Wave, Tumbling Prices Rekindle Fears",0,nomatch(0.00)
rss-1797b4632bab0f0e,negative,negative,regulatory risk,regulatory risk,Energy,Energy,Energy,1,"Exxon claimed that a Cuban company, CIMEX, illegally used a refinery and gas stations that had originally belonged to Standard Oil, which later became part of Exxon.","The firm’s price target reflects 32% upside from current levels, which sits just […] Exxon Mobil Corporation (NYSE:XOM) is one of the 10 Best Major Stocks to Buy According to Analysts.",0,nomatch(0.25)
rss-481eee322e6bbadf,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,British warehouse business Segro has rebuffed a £12.6bn takeover approach from US rival Prologis as landlords invest billions to meet booming demand for AI data centres.,,
rss-30bb5d3244d740ba,positive,positive,,,Materials,Materials,Materials,1,,"This Established ""Picks and Shovels"" Mining Giant Is the Safer Way to Play the Metals Supercycle.",,
rss-29092ade5885c00e,neutral,neutral,,,Energy,Energy,Energy,1,,"I covered Chevron CEO Mike Wirth's stark warning about oil price pressure building through June and July, and the IEA data showing global inventories drawing down at a record pace.",,
rss-dcd8a51c5eb0be5a,neutral,neutral,,,Financials,Financials,Materials,0,,"The producer price index was expected to increase 0.7% in May, according to the Dow Jones consensus forecast.",,
rss-1d4306678a7ab8f1,positive,positive,,,Healthcare,Healthcare,Healthcare,1,,"Merck (MRK) concluded the recent trading session at $126.78, signifying a -2.15% move from its prior day's close.",,
rss-894da997fc340258,positive,positive,,,Financials,Financials,Financials,1,,"In recent weeks, Goldman Sachs Group has launched and completed multiple fixed-rate, callable senior notes offerings across maturities from 2027 to 2046, including issues such as US$50,000,000 of 4.25% Notes due August 2, 2027 and several longer-dated MTNs priced at 100% with small discounts per security.",,
rss-ef796b4edf04a6c8,positive,positive,,,nformation Technology,Technology,Industrials,0,,"Genpact’s stock price has taken a beating over the past six months, shedding 40.9% of its value and falling to a new 52-week low of $27.87 per share.",,
rss-ffc652ddb2283d72,positive,positive,,,Financials,Financials,Financials,1,,Morgan's JEMA ETF With a $20.8 Million Buy.,,
rss-ff11cb6cd13e189f,positive,positive,,,Energy,Energy,Energy,1,,"With an annual dividend yield of 3.01%, Exxon Mobil Corporation (NYSE:XOM) is included among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds.",,
rss-1488198111c443e3,negative,negative,demand risk,demand risk,Consumer Discretionary,Consumer Discretionary,Unmapped,0,"Hibbett Inc. HIBB reported better-than-expected profit before market open Wednesday, although sales came in below analysts’ estimate.",Hibbett shares fall as Q1 sales miss analysts’ estimate,0,nomatch(0.46)
rss-2e2ec76a44805ebf,positive,positive,,,Information Technology,Technology,Communication Services,0,,"AUSTIN, Texas, July 07, 2026--Endeavor and its wholly owned subsidiary SOVA announce the acquisition of Unified Connection (UCX).",,
rss-0d66891f2c110163,positive,positive,,,Information Technology,Technology,Technology,1,,"On July 6, Wolfe Research cut its price target on Microsoft Corp (NASDAQ:MSFT) to $525 from $570, citing surging memory costs that lifted its FY27 capex forecast to $270 billion from $230 billion, while maintaining an Outperform rating.",,
rss-cf3c45934a7145e1,negative,negative,interest rate risk,interest rate risk,Financials,Financials,Materials,0,A dividend becomes unsustainable when the company cannot fund it out of recurring earnings and free cash flow without leaning on debt or asset sales.,A fat dividend yield can be the last thing a struggling company offers before it disappears entirely.,0,nomatch(0.35)
rss-62fe7120878a1301,positive,positive,,,Health Care,Healthcare,Healthcare,1,,"Oh, I like these.",,
rss-c271041a16f9c59d,neutral,neutral,,,none,Unmapped,Real Estate,0,,"LONDON, July 09, 2026-- FORM 8.3 LONDON, July 09, 2026-- FORM 8.3",,
rss-25ce615b9f00cf7e,negative,negative,valuation risk,valuation risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,Nike (NKE) shares continue to slide for one primary reason which the Zacks Rank has warned investors about for the past two years: persistent downward EPS estimate revisions by Wall Street analysts.,Persistent earnings deceleration has been tracked by the Zacks Rank for over 2 years and one chart says it all Persistent earnings deceleration has been tracked by the Zacks Rank for over 2 years and one chart says it all,0,nomatch(0.12)
rss-0112d6d7c9251fbe,positive,positive,,,Utilities,Utilities,Utilities,1,,"As the nation approaches Independence Day, Duke Energy is investing in American suppliers to help power local economies, support customer value and build the energy infrastructure needed to serve growing communities.",,
rss-f285c1e7ad0c5450,positive,positive,,,Utilities,Utilities,Industrials,0,,GE Vernova (GEV) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,,
rss-c3560ab0f00f86db,positive,positive,,,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,,NKE's wholesale business is gaining momentum as stronger retail partnerships and healthier inventory support its turnaround strategy.,,
rss-50cc09ec56fe780d,positive,positive,,,Information Technology,Technology,Technology,1,,Is this a sign to follow the president's lead?,,
rss-873ffa2d1c2afebb,negative,negative,regulatory risk?interest rate risk,regulatory risk;interest rate risk,Health Care,Healthcare,Healthcare,1,"Upfront premiums collected by health insurers lead to reliable revenue, but profitability ultimately depends on accurate risk assessments and the ability to control medical costs. However, continued regulatory scrutiny on pricing practices, the potential for government-led reforms such as expanded public healthcare options, and inflation in medical costs could add volatility to margins.","As the Q1 earnings season wraps, let’s dig into this quarter’s best and worst performers in the health insurance providers industry, including UnitedHealth (NYSE:UNH) and its peers.",0,nomatch(0.23)
rss-639bc1165b8b9b60,positive,positive,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,"PepsiCo (PEP) is scheduled to report Q2 2026 results before the market opens on Thursday, July 9, kicking off the earnings season for many consumer staples companies.",,
rss-1eb8be22bffd6437,positive,positive,,,Consumer Discretionary,Consumer Discretionary,Unmapped,0,,Prediction: Carvana's New-Car Business Will Work.,,
rss-5972e039b9fd256c,negative,negative,demand risk,demand risk,Communication Services,Communication Services,Communication Services,1,"Netflix shares are down more than 40% over the past 12 months. The company reported disappointing second-quarter guidance in April, including lower year-on-year operating margins, while its share of U.S.","Investing.com -- Netflix is exploring live TV channels and streaming bundles as internal discussions about declining subscriber engagement have become a recurring focus for senior management, according to the Wall Street Journal on Friday.",0,nomatch(0.05)
rss-ed103d9e15f3481e,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,"WPC raises its quarterly dividend 1.1% to 94 cents, backed by high occupancy, rent growth, investment activity and strong liquidity.",,
rss-3a5f8b41788189fe,negative,negative,commodity risk?exchange rate risk,commodity risk;exchange rate risk,Consumer Staples,Consumer Staples,Consumer Staples,1,"Strip out gasoline prices and foreign exchange, two things Costco doesn't really control and that can flatter or dent any single month, and June looks a good deal more ordinary.","Costco's June Sales Rose 10.6%, but the Stock Fell 4%.",0,nomatch(0.19)
rss-0b5018c23473a80f,negative,negative,demand risk,demand risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"Still, some pain seems inevitable. The company said it would aim to produce nine million cars a year, compared with a goal of 12 million before the Covid-19 pandemic and 10 million more recently.",The German automaker has struggled to compete with fast-growing Chinese companies that offer more affordable and sophisticated electric vehicles.,0,nomatch(0.26)
rss-e57bbec3a99ec5d7,positive,positive,,,Information Technology,Technology,Industrials,0,,"As artificial intelligence continues to reshape industries, the pressure on technology companies to build and ...",,
rss-7ebbf0495a83fd7a,negative,negative,none,none,Financials,Financials,Unmapped,0,,Prediction Markets Are Exploding—but the Corporate Crackdown Has Already Begun inc.com Prediction Markets Are Exploding—but the Corporate Crackdown Has Already Begun inc.com,,
rss-5beb1bb7ca08b818,positive,positive,,,Financials,Financials,Utilities,0,,"It is the flight home after a year apart, the dinner table with an extra leaf pulled out, the gifts that delight grandchildren, the church service on Christmas Eve, and the quiet satisfaction of being able to give generously without wondering how the credit card ...",,
rss-314421ad100e0fb4,positive,positive,,,Financials,Financials,Consumer Staples,0,,"The number you need to invest depends almost entirely on the yield you chase, and each yield tier carries a different set of tradeoffs that reveal themselves only after you own the position for a decade.",,
rss-85cad6857fd4a0ba,positive,positive,,,Information Technology,Technology,Communication Services,0,,"Shares of streaming video giant Netflix (NASDAQ:NFLX) jumped 5.3% in the afternoon session after reports clarified that a large-scale acquisition of NBCUniversal was not an imminent objective, easing investor anxiety about the potential deal.",,
rss-97fb218f2b4b7b3a,positive,positive,,,Utilities,Utilities,Technology,0,,"Constellation Energy's clean power deals, nuclear fleet and new generation projects position it to gain from rising AI-driven electricity demand.",,
rss-8ed4b68c3e423669,negative,negative,macro risk,macro risk,Financials,Financials,Financials,1,"These included the higher-for-longer US yields, a low risk of recession, Japanese fiscal pressure, and gradual BoJ hikes.",Goldman Sachs has revised its yen forecast to 165 per dollar and warned intervention impact will likely be short-lived.,0,nomatch(0.27)
rss-85487ca75efce2a8,positive,positive,,,Energy,Energy,Energy,1,,"XOM's $1B Usan Infill Project marks its return to drilling in Nigeria and adds 40,000 barrels per day within 18 months.",,
rss-f919edfebb5d4814,negative,negative,liquidity risk,liquidity risk,Real Estate,Real Estate,Real Estate,1,"the premium valuation is warranted, but future stock upside is heavily dependent on earnings growth, which will remain somewhat below recent trend given about 200 bps of FFO/sh earnings growth headwinds in both 2026 and 2027 due to upcoming debt refinancing at higher rates.",A refinancing headwind and a leadership transition raise real questions about whether the premium valuation can hold.,0,nomatch(0.14)
rss-85d8bdac1dd36143,positive,positive,,,Materials,Materials,Materials,1,,"(DOW) Stock Sinks As Market Gains: Here's Why In the latest trading session, Dow Inc.",,
rss-763f7d315ae1aca8,positive,positive,,,Energy,Energy,Energy,1,,"America’s Big Oil groups are set to post record profits stemming from Donald Trump’s Iran war, setting them on a collision course with the US...",,
rss-b600786091aa6fda,positive,positive,,,Utilities,Utilities,Materials,0,,"The company, co-founded by mining financier ⁠Robert Friedland and Chief Technology Officer Laurent Frescaline, said the funding would help ​develop high-performance ​silicon-carbide semiconductor components ​used in pulsed-power ‌systems.",,
rss-fd38549425e522a6,positive,positive,,,Health Care,Healthcare,Healthcare,1,,"Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State",,
rss-71a5e06466642664,Negative,negative,Demand Risk,demand risk,Consumer Discretionary,Consumer Discretionary,Financials,0,"Weak U.S. EV adoption and the removal of the $7,500 federal tax credit have hurt demand.","The move came after analyst Rajat Gupta raised his price target to $15 per share from $9 per share, following Rivian’s recent delivery report.",0,nomatch(0.27)
rss-2f58cb6f9f62fef2,Negative,negative,credit risk,credit risk,Industrials,Industrials,Industrials,1,We experienced an unplanned IT outage that affected some computer systems and applications,"Boeing Co.’s commercial and military aircraft production was significantly disrupted coast-to-coast by an unplanned IT outage on Monday, the crucial final day of the financial quarter for the aerospace giant.",0,nomatch(0.03)
rss-e62a946847536b5f,Negative,negative,none,none,Information Technology,Technology,Financials,0,,"Physical AI has moved from promise to commercial reality, but deploying robots at scale remains the industry's central challenge, according to Citi.",,
rss-adf9d333fca35e80,positive,positive,,,Financials,Financials,Energy,0,,"Dividend funds pulled in $24.1 billion in the first quarter of 2026, their strongest opening quarter in four years, and a lot of that cash went looking for a boring place to hide from AI-hype exhaustion.",,
rss-8b0490ab00ccd63f,neutral,neutral,,,Financials,Financials,Unmapped,0,,One of the biggest options trades in the entire market Thursday seems to suggest small caps might lead the next move up or down.,,
rss-860c388ad7b45fc3,positive,positive,,,Information Technology,Technology,Communication Services,0,,The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […],,
rss-3cee3be79e772529,Negative,negative,liquidity risk,liquidity risk,Industrials,Industrials,Technology,0,"As hyperscalers have poured money into artificial intelligence, free cash flow at the traditionally cash-heavy Big Tech leaders has plummeted. That trend has pushed the ""Magnificent Seven"" companies to pivot toward debt issuance to fund hundreds of billions of dollars in spending.","If hyperscaler cash flow can't accelerate as Wall Street expects, the market could face a series of risks, Apollo's Torsten Sløk says.",0,nomatch(0.30)
rss-ca85c9b40cbba823,Negative,negative,liquidity risk,liquidity risk,Materials,Materials,Materials,1,"Investing.com -- RBC Capital Markets downgraded Dow to Sector Perform from Outperform and cut its price target to $28 from $51, saying recent gains in polyethylene prices are likely to prove short-lived while the company's multibillion-dollar Alberta petrochemicals project will continue to strain cash flow.","Investing.com -- RBC Capital Markets downgraded Dow to Sector Perform from Outperform and cut its price target to $28 from $51, saying recent gains in polyethylene prices are likely to prove short-lived while the company's multibillion-dollar Alberta petrochemicals project will continue to strain cash flow.",1,containment
rss-9a5cbbd0946afafe,positive,positive,,,Financials,Financials,Healthcare,0,,"Wages depend on a functioning employer, a healthy economy, and the continued willingness of both to keep the seat warm.",,
rss-85947c545b9bee40,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,"(""Prologis"") today published an investor presentation setting out the strategic and financial rationale for the proposed combination and the value Prologis believes it could create for SEGRO shareholders.",,
rss-0e32fcc77a10546b,Negative,negative,none,none,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,,One of the biggest issues already poking its head through is the multiple instances of automated vehicles driving through or ...,,
rss-4bdd09e65aae3369,positive,positive,,,Utilities,Utilities,Utilities,1,,"PPL's balanced portfolio and regulated utilities support decarbonization, stable cash flows and long-term earnings growth as electricity demand rises.",,
rss-94ab24dc1f2f1899,neutral,neutral,,,Industrials,Industrials,Industrials,1,,"For investors tracking Boeing (NYSE:BA), this cargo deal with China Southern Airlines reopens a key commercial channel in the world's second largest aviation market.",,
rss-9a8db6b48a462874,Negative,negative,valuation risk?Earnings Risk,valuation risk;earnings risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"Tesla doesn't expect significant sales and earnings from self-driving cabs until 2027 at the earliest. However, this grand vision will take time to achieve, and we think the market's near-term expectations are too optimistic.","Despite the lack of earnings, Tesla stock was up about 65% since the Austin launch, coming into Thursday.",0,nomatch(0.26)
rss-bd02ef851356b628,positive,positive,,,Health Care,Healthcare,Technology,0,,"Full story available on Benzinga.com FOSTER CITY, Calif., June 18, 2026 (GLOBE NEWSWIRE) -- Geron Corporation (NASDAQ: GERN ), a commercial stage biopharmaceutical company, today reported that, effective June 17, 2026, it granted stock options to purchase an aggregate of 690,000 shares of common stock to eight newly hired employees as an inducement material to such employees' acceptance of employment with Geron.",,
rss-88bd7f5d0fd2ae72,Negative,negative,none,none,Health Care,Healthcare,Healthcare,1,,"Healthcare stocks were lower late Friday afternoon, with the NYSE Healthcare Index decreasing 0.7% a Healthcare stocks were lower late Friday afternoon, with the NYSE Healthcare Index decreasing 0.7% a",,
rss-ad08d1f1b455381b,neutral,neutral,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,"Costco has expanded its digital wallet feature, allowing members to link any Visa card to the Costco app for faster checkout at registers.",,
rss-d8535d69b3a2bcc4,positive,positive,,,Energy,Energy,Unmapped,0,,Jefferies flags buying opportunities as Iran conflict reshapes European energy,,
rss-90de85a493b60bee,positive,positive,,,Financials,Financials,Communication Services,0,,"Three of the market’s most widely held high-yield names are about to lock their next payment rosters, and the buy-by deadlines are close enough that a delayed brokerage order could push readers a full quarter down the line before the next check clears.",,
rss-983fd826ab753013,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,"Macerich benefits from demand for Class A mall space as redevelopments, anchor reuse and selective acquisitions aim to lift growth despite digital and tenant pressures.",,
rss-c231ef64bfd2f613,positive,positive,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,"Costco Wholesale Corporation (NASDAQ:COST, XETRA:CTO) shares fell about 4% to $913 on Wednesday after the warehouse retailer reported a moderation in June comparable sales growth, though Bank of America analysts maintained their ‘Buy’ rating, arguing the company's value-focused strategy and...",,
rss-17604e6857cd3981,Negative,negative,macro risk,macro risk,Financials,Financials,Consumer Discretionary,0,"U.S. stocks moved lower on Wednesday after renewed tensions between the United States and Iran unsettled investors, sending oil prices sharply higher and weighing on broader market sentiment.",Wall Street Slides After Trump's Iran Warning Ignites Oil Rally.,0,nomatch(0.28)
rss-a7e6a95b7ae2177c,positive,positive,,,Financials,Financials,Industrials,0,,An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,,
rss-9dfb6218f74cd029,,,,,,,Unmapped,,,-- Barron's Moomoo,,
rss-0de333a8c80aadaf,positive,positive,,,Financials,Financials,Utilities,0,,"Warsh’s words are already fighting inflation, Qualcomm diversifies from smartphones, Conagra has a new CEO, and more news to start your day.",,
rss-eddaa6c5ddd21c54,positive,positive,,,Financials,Financials,Consumer Staples,0,,"A $1 million portfolio generating $100,000 in annual income requires a blended yield of 10%.",,
rss-1950549fc790decc,positive,positive,,,Financials,Financials,Communication Services,0,,"Datadog joins three other Internet stocks positioned for AI-led growth as cloud demand, enterprise adoption and platform innovation gather pace in 2026.",,
rss-cf01199435cd1fe0,positive,positive,,,Information Technology,Technology,Technology,1,,listing has narrowed its valuation gap with rival Micron Technology.,,
rss-a068954cb72c2a22,Negative,negative,regulatory risk,regulatory risk,Energy,Energy,Financials,0,"It further told investors in a research note that the Noble Faye Kozack and Noble Courage floaters suffered 50-60 days of downtime due to technical compliance issues in fiscal Q2, which is a $40M revenue headwind.",Citi cut the price target on Noble Corporation plc (NYSE:NE) to $45 from $52 on June 30 and maintained a Neutral rating on the shares.,0,nomatch(0.30)
rss-d304e6da274fa6d5,positive,positive,,,Energy,Energy,Energy,1,,"CVX's 20-year Microsoft power deal taps AI data center demand, adding a potential long-term cash flow stream beyond its core oil business.",,
rss-628b2802f131ae36,positive,positive,,,Financials,Financials,Real Estate,0,,"The 10-year Treasury yield sits at 4%, down from its May 19 peak of 5%, and the Fed Funds upper bound has held at 4% for six months after two cuts in late 2025.",,
rss-d5c105c9fd5eb82e,neutral,neutral,,,none,Unmapped,Materials,0,,"At the 2026 Tandem Global Conference in Austin, Texas, leaders from business, government, ...",,
rss-98fbf11ce957dc87,neutral,neutral,,,Financials,Financials,Energy,0,,"Some cash-heavy businesses struggle with inefficient spending, slowing demand, or weak competitive positioning.",,
rss-af256bd16ea81cbe,positive,positive,,,Materials,Materials,Materials,1,,"Chile approves early-stage work, supporting BHP's long-term copper expansion strategy at its flagship Escondida mine.",,
rss-6373d81727a51184,Negative,negative,Valuation Risk,valuation risk,Health Care,Healthcare,Healthcare,1,"At a last close of $259.33 against a narrative fair value of $246.46, the current Johnson & Johnson price sits slightly above that narrative mark.","The IMAAVY update lands at a time when Johnson & Johnson shares have strong momentum, with an 11.41% 30 day share price return and a 25.07% year to date share price return, alongside a 71.19% 1 year total shareholder...",0,nomatch(0.02)
rss-c2b07da357aff1f0,positive,positive,,,Information Technology,Technology,Financials,0,,BofA Securities analyst Tal Llani assigned Figma a Buy rating with a $30 price target and gave Adobe an Underperform rating with a $190 target.,,
rss-e6f0044899de7af6,Negative,negative,regulatory risk,regulatory risk,Industrials,Industrials,Industrials,1,The agency reportedly sent an ethics alert to staff on Monday referencing the SpaceX stock restriction and advising workers to review the revised list. The alert did not address any exemptions for political appointees.,"Investing.com -- Federal Aviation Administration workers cannot purchase or own shares in SpaceX following the company's public debut earlier this month, Politico reported Tuesday citing an internal agency document.",0,nomatch(0.02)
rss-08c35086a7776fdf,positive,positive,,,Information Technology,Technology,Financials,0,,EagleBank taps former Wells Fargo exec to lead new capital markets division The Business Journals EagleBank taps former Wells Fargo exec to lead new capital markets division The Business Journals,,
