article_id,title,summary,content,url,published_at,label_sentiment,label_sector,label_sector_ok,label_risk_categories,label_evidence_ok,notes
rss-19dc6c75ab589311,"Wealthy Americans choose one grocery store chain over rivals, survey finds - Fox News","Wealthy Americans choose one grocery store chain over rivals, survey finds Fox News","Wealthy Americans choose one grocery store chain over rivals, survey finds Fox News",#VALUE!,2026-07-10T21:47:29+00:00,neutral,Consumer Staples,,none,Costco emerged as the top grocery choice among higher-income Americans in a new survey,
rss-136cf38cb30207a7,Is Pfizer (PFE) Stock Undervalued Despite Mixed Oncology Progress?,"Pfizer stock is trading in a range where recent returns have been weak over three years, yet the broader valuation checks still lean cheap and suggest the current share price may not fully reflect the company’s fundamentals. Over the past 3 years, Pfizer has delivered a total return that is down about 21%, which shows how much sentiment has cooled since its pandemic peak. The push into oncology and obesity treatments, including recent IBRANCE progress and weight loss drug development, can...","Pfizer stock is trading in a range where recent returns have been weak over three years, yet the broader valuation checks still lean cheap and suggest the current share price may not fully reflect the company’s fundamentals. Over the past 3 years, Pfizer has delivered a total return that is down about 21%, which shows how much sentiment has cooled since its pandemic peak. The push into oncology and obesity treatments, including recent IBRANCE progress and weight loss drug development, can...",????,2026-07-01T04:30:57+00:00,nagetive,Healthcare,,macro risk,"Over the past 3 years, Pfizer has delivered a total return that is down about 21%, which shows how much sentiment has cooled since its pandemic peak.",
rss-3afe630b4af527fa,Own Walmart For Value? Dollar Tree's Numbers Tell A Sharper Story.,"Both retailers cater to a pressured consumer, but Dollar Tree's operational cleanup and clearer forward path currently present a more compelling case than Walmart's macro-battered giant.","Both retailers cater to a pressured consumer, but Dollar Tree's operational cleanup and clearer forward path currently present a more compelling case than Walmart's macro-battered giant.",????,2026-07-10T21:02:43+00:00,neutral,retail,,,,
rss-1fcb80a64df8e43d,"Bitcoin Dips Below $60,000 and History Points to What Comes Next",Bitcoin has a long history of bouncing back from extreme market declines.,Bitcoin has a long history of bouncing back from extreme market declines.,????,2026-07-11T15:50:00+00:00,negative,Cryptocurrency,,valuation risk," Bitcoin is highly cyclical, trading in four-year cycles of boom and bust. The timing is not Swiss-clock accurate, but Bitcoin typically has three very good years before having one very bad year.",
rss-c1b3ef02498f6e7c,"Berkshire Hathaway gains ground, but still trails the S&P 500 as '26 enters second half","With 2026 a bit more than half over, Berkshire Hathaway's B shares are down 1.8% year-to-date and 12.4 percentage points behind the S&P 500's 10.7% gain.","With 2026 a bit more than half over, Berkshire Hathaway's B shares are down 1.8% year-to-date and 12.4 percentage points behind the S&P 500's 10.7% gain.",????,2026-07-11T13:07:41+00:00,negative,Investment Management,,valuation risk,"With 2026 a bit more than half over, Berkshire Hathaway’s B shares are down 1.8% year-to-date and 12.4 percentage points behind the S&P 500?s 10.7% gain. ",
rss-2be26c7a412423da,BXP Secures 320K Sq.Ft. Lease With Boston Dynamics at Reservoir Place,"BXP signs a long-term 320,000-square-foot lease with Boston Dynamics at Reservoir Place. This represents one of Greater Boston's largest innovation office deals this year.","BXP signs a long-term 320,000-square-foot lease with Boston Dynamics at Reservoir Place. This represents one of Greater Boston's largest innovation office deals this year.",????,2026-06-25T17:24:00+00:00,positive,Real Estate,,,,
rss-24c19e51b40fdd71,"Still Think Gold Is Overcrowded? 3 More Stocks Retirees Should Consider Instead, Ranked","Goldman Sachs has flagged gold as overcrowded, leaving retirees who depend on safe-haven exposure with a real problem to solve. Three equities answer that problem from very different angles, and the ranking may surprise you.","Goldman Sachs has flagged gold as overcrowded, leaving retirees who depend on safe-haven exposure with a real problem to solve. Three equities answer that problem from very different angles, and the ranking may surprise you.",????,2026-07-06T11:45:36+00:00,positive,Investment Management,,,,
rss-6dc2e66d1b116d09,Cathie Wood Doubles Down on Tesla and SoFi With Fresh Million-Dollar Buys,Cathie Wood Backs Tesla and SoFi With Fresh Bets After Key Catalysts,Cathie Wood Backs Tesla and SoFi With Fresh Bets After Key Catalysts,????,2026-07-06T17:45:36+00:00,positive,Investment Management,,,,
rss-84987b3157bccc53,GE Aerospace Is a No-Brainer Buy Before July 16 Earnings. Here’s Why,"GE Aerospace (NYSE:GE) looks like one of the cleanest large-cap industrial setups going into its July 16 earnings call, and the case for owning it does not hinge on waiting for the report. GE Aerospace releases Q2 2026 results before market open on July 16, and the setup rewards conviction. Prediction markets have already priced ... GE Aerospace Is a No-Brainer Buy Before July 16 Earnings. Here’s Why","GE Aerospace (NYSE:GE) looks like one of the cleanest large-cap industrial setups going into its July 16 earnings call, and the case for owning it does not hinge on waiting for the report. GE Aerospace releases Q2 2026 results before market open on July 16, and the setup rewards conviction. Prediction markets have already priced ... GE Aerospace Is a No-Brainer Buy Before July 16 Earnings. Here’s Why",????,2026-07-10T12:00:34+00:00,positive,Industrials,,,,
rss-219ce8460b98febc,Lockheed Martin to buy naval defense firm Ultra Maritime for $3.45 billion,"Ultra is owned by private equity firm Advent International, and specialises in anti-submarine technology.","Ultra is owned by private equity firm Advent International, and specialises in anti-submarine technology.",????,2026-07-06T12:54:26+00:00,neutral,Industrials,,,,
rss-9e97eb2bf9c21535,Duke Energy to announce second-quarter 2026 financial results on Aug. 4,"Duke Energy will post its second-quarter 2026 financial results at 7 a.m. ET on Tuesday, Aug. 4, on the company's website at duke-energy.com/investors.","Duke Energy will post its second-quarter 2026 financial results at 7 a.m. ET on Tuesday, Aug. 4, on the company's website at duke-energy.com/investors.",????,2026-07-07T14:00:00+00:00,neutral,Utilities,,,,
rss-13b632ac4ad780a2,3 Reasons to Buy This 4.2%-Yielding Dividend King Stock in July,There are just six Dividend King stocks yielding more than 4%. This is a sparkling choice to buy this month.,There are just six Dividend King stocks yielding more than 4%. This is a sparkling choice to buy this month.,????,2026-07-09T14:23:00+00:00,positive,Investment Management,,,,
rss-75d29b06f794388a,Datadog Stock Is Way Too Risky Right Now,"Key PointsDatadog made significant improvements to its business with AI, resulting in meaningful Q1 revenue acceleration.","Key PointsDatadog made significant improvements to its business with AI, resulting in meaningful Q1 revenue acceleration.",????,2026-07-11T13:50:00+00:00,negative,Information Technology,,valuation risk,"The stock's P/E ratio also sits above 650 and has surged by roughly 50% since the start of the year. It is a historically high valuation for Datadog, and its previous vulnerability to sharp corrections implies another sharp drop is possible.",
rss-af69d00fe2be2e60,AMD Shares Soar After Landing Major AI Infrastructure Alliance,AMD Powers Higher After Unveiling Gigascale AI Campus Collaboration,AMD Powers Higher After Unveiling Gigascale AI Campus Collaboration,????,2026-07-09T18:34:53+00:00,positive,Information Technology,,,,
rss-00d6443f00c063fd,Goldman Sachs (GS) Cuts Aluminum Forecast And Turns More Bearish On The Yen,"Goldman Sachs Group (NYSE:GS) has cut its aluminum price forecast as supply from the Middle East recovers. The bank has also issued a more bearish outlook for the Japanese yen, citing ongoing fiscal and interest rate pressures in Japan. Goldman Sachs Group (NYSE:GS) is a global investment bank and financial services company with a long history in commodities and currency research. Its updated aluminum view reflects changing supply conditions, with Middle East production returning to the...","Goldman Sachs Group (NYSE:GS) has cut its aluminum price forecast as supply from the Middle East recovers. The bank has also issued a more bearish outlook for the Japanese yen, citing ongoing fiscal and interest rate pressures in Japan. Goldman Sachs Group (NYSE:GS) is a global investment bank and financial services company with a long history in commodities and currency research. Its updated aluminum view reflects changing supply conditions, with Middle East production returning to the...",????,2026-07-08T16:16:13+00:00,negative,Materials,,interest rate risk,"The bank has also issued a more bearish outlook for the Japanese yen, citing ongoing fiscal and interest rate pressures in Japan.",
rss-1ec6a0d232b8a5ca,Can ExxonMobil's Upstream Business Thrive With Oil Below $70?,"XOM can continue Permian production with WTI below $70, as prices remain above shut-in levels and output growth plans stay on track.","XOM can continue Permian production with WTI below $70, as prices remain above shut-in levels and output growth plans stay on track.",????,2026-07-02T14:53:00+00:00,positive,Energy,,,,
rss-74327a74f945e623,"Far more real estate agents now report seeing a balanced market, CNBC Housing Market Survey finds",Agents who reported at least one price cut to active listings dropped dramatically from prior surveys.,Agents who reported at least one price cut to active listings dropped dramatically from prior surveys.,????,2026-07-07T16:03:50+00:00,neutral,Real Estate,,,,
rss-178a44b399ecff60,Avoid Tech Stock Volatility. The Case for Owning a Materials ETF.,The State Street Materials ETF is an option to hedge tech volatility. It also has history on its side.,The State Street Materials ETF is an option to hedge tech volatility. It also has history on its side.,????,2026-07-02T18:51:00+00:00,positive,Materials,,,,
rss-767f4951102e989d,"Exxon Mobil updates Q2 earnings considerations, cites impacts across key businesses","Exxon Mobil Corp (NYSE:XOM, XETRA:XONA) updated its second quarter 2026 earnings considerations after the market close on Tuesday, prompting UBS to slightly lower its earnings estimate while noting stronger quarter-over-quarter performance across the company's major business...","Exxon Mobil Corp (NYSE:XOM, XETRA:XONA) updated its second quarter 2026 earnings considerations after the market close on Tuesday, prompting UBS to slightly lower its earnings estimate while noting stronger quarter-over-quarter performance across the company's major business...",????,2026-07-08T19:30:00+00:00,positive,Energy,,,,
rss-af492ba6f8f7ca15,Freeport-McMoRan Declares $0.15 Dividend After Strong Q1 2026 Results,"Freeport-McMoRan Inc (NYSE:FCX) is one of Peconic Partners’ top stock picks. This mining stock has gained more than 42% over the past year, and analysts expect it to keep rising. Peconic Partners increased its position in Freeport stock by 66% during Q1 2026, and the stock now makes up 3.37% of the fund’s portfolio. On […]","Freeport-McMoRan Inc (NYSE:FCX) is one of Peconic Partners’ top stock picks. This mining stock has gained more than 42% over the past year, and analysts expect it to keep rising. Peconic Partners increased its position in Freeport stock by 66% during Q1 2026, and the stock now makes up 3.37% of the fund’s portfolio. On […]",????,2026-07-04T13:45:23+00:00,positive,Materials,,,,
rss-baba36300a3a5a20,UnitedHealth Bets on Profitability Over Growth: Will It Pay Off?,"UnitedHealth is prioritizing profitability over rapid growth as improving margins, stronger earnings and Optum expansion aim to support a long-term turnaround.","UnitedHealth is prioritizing profitability over rapid growth as improving margins, stronger earnings and Optum expansion aim to support a long-term turnaround.",????,2026-07-06T18:37:00+00:00,positive,Healthcare,,,,
rss-923daad8ee219f26,ProFrac Holding Corp. Completes Refinancing of Asset-Based Lending Facility and Enhances Financial Flexibility,"WILLOW PARK, Texas, July 06, 2026--ProFrac Holding Corp. (NASDAQ: ACDC) (""ProFrac"" or the ""Company"") today announced that, on July 1, 2026, ProFrac Holdings II, LLC, as borrower (the ""ABL Borrower""), the guarantors party thereto and the lenders party thereto entered into a new credit agreement with Eclipse Business Capital LLC (""Eclipse""), as agent, collateral agent, swingline lender, lead arranger and bookrunner, providing for a $300 million asset-based revolving credit facility (the ""Eclipse A","WILLOW PARK, Texas, July 06, 2026--ProFrac Holding Corp. (NASDAQ: ACDC) (""ProFrac"" or the ""Company"") today announced that, on July 1, 2026, ProFrac Holdings II, LLC, as borrower (the ""ABL Borrower""), the guarantors party thereto and the lenders party thereto entered into a new credit agreement with Eclipse Business Capital LLC (""Eclipse""), as agent, collateral agent, swingline lender, lead arranger and bookrunner, providing for a $300 million asset-based revolving credit facility (the ""Eclipse A",????,2026-07-06T09:00:00+00:00,positive,Investment Management,,,,
rss-13286e0a501a7850,Ryanair passenger partially sucked out of window on flight from Greece - Reuters,"Ryanair passenger partially sucked out of window on flight from Greece Reuters Passenger Is Partly Sucked Through Window on Ryanair Subsidiary Flight, Reports Say The New York Times Video Shows Damaged Engine on Ryanair Boeing 737 After Mid-Air Window Strike Nearly Sucked Man Out Yahoo Ryanair passenger sucked out of airplane ‘to his shoulders’ after window breaks CNN Man nearly sucked out of window mid-air on Ryanair plane, passengers say BBC","Ryanair passenger partially sucked out of window on flight from Greece Reuters Passenger Is Partly Sucked Through Window on Ryanair Subsidiary Flight, Reports Say The New York Times Video Shows Damaged Engine on Ryanair Boeing 737 After Mid-Air Window Strike Nearly Sucked Man Out Yahoo Ryanair passenger sucked out of airplane ‘to his shoulders’ after window breaks CNN Man nearly sucked out of window mid-air on Ryanair plane, passengers say BBC",#VALUE!,2026-07-10T23:09:13+00:00,negative,Industrials,,none,,
rss-75b52a0d8bc58306,"The PNC Financial Services Group, Inc (PNC) Reports Next Week: Wall Street Expects Earnings Growth",The PNC Financial Services Group (PNC) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,The PNC Financial Services Group (PNC) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,????,2026-07-08T14:00:05+00:00,positive,Financials,,,,
rss-880a523cd9ef0a14,ExxonMobil vs. Chevron: Which Oil Dividend Stock is the Better Buy for a Lifetime of Passive Income,These two oil giants go head-to-head.,These two oil giants go head-to-head.,????,2026-07-09T10:50:00+00:00,positive,Energy,,,,
rss-238e983a0c3902b1,Wingstop’s stock slides 12% after profit falls short of estimates,,,????,2024-10-30T12:22:00+00:00,negative,Consumer Discretionary,,earnings risk,"Wingstop Inc.’s stock WING -3.27% tumbled 12% early Wednesday, after the operator of chicken wing and sandwich restaurants .",
rss-6fcd8bd6d549d3ba,The future takes flight: AT&T and Ericsson demonstrate drone detection outside of AT&T Stadium,"AT&T and Ericsson demonstrated drone detection using advanced network sensing over a 5G network, showing how capabilities often associated with future 6G systems can begin coming to life today. The demo was conducted in authorized airspace outside AT&T Stadium in Arlington, Texas, during one of the largest global sporting events in the world. Using Ericsson technology and AT&T network expertise, it detected and located multiple drones, then tracked their movement, illustrating how wireless infra","AT&T and Ericsson demonstrated drone detection using advanced network sensing over a 5G network, showing how capabilities often associated with future 6G systems can begin coming to life today. The demo was conducted in authorized airspace outside AT&T Stadium in Arlington, Texas, during one of the largest global sporting events in the world. Using Ericsson technology and AT&T network expertise, it detected and located multiple drones, then tracked their movement, illustrating how wireless infra",????,2026-07-10T18:30:00+00:00,neutral,Communication Services,,,,
rss-d5ae219857e7be84,"If I Could Only Buy 1 Artificial Intelligence (AI) Stock, This Would Be It",Nvidia is lagging the market so far in 2026.,Nvidia is lagging the market so far in 2026.,????,2026-07-09T20:36:00+00:00,positive,Information Technology,,,,
rss-a6e1a69d8dba430d,Forget Southern Copper: 1 Domestic Copper King to Buy Hand Over Fist as the Global Supply Crunch Intensifies,"Southern Copper (NYSE:SCCO) is the name on every commodity desk’s lips right now, with the stock up 73.95% over the past year on the back of a screaming copper tape. Southern Copper is the wrong vehicle for the copper supercycle, and the market is starting to figure it out. The stock has already slid 11.23% ... Forget Southern Copper: 1 Domestic Copper King to Buy Hand Over Fist as the Global Supply Crunch Intensifies","Southern Copper (NYSE:SCCO) is the name on every commodity desk’s lips right now, with the stock up 73.95% over the past year on the back of a screaming copper tape. Southern Copper is the wrong vehicle for the copper supercycle, and the market is starting to figure it out. The stock has already slid 11.23% ... Forget Southern Copper: 1 Domestic Copper King to Buy Hand Over Fist as the Global Supply Crunch Intensifies",????,2026-06-30T14:31:22+00:00,positive,Materials,,,,
rss-a834807eb097be8b,Halifax Group Names Rob Holcomb as Operating Executive,"Halifax Group (""Halifax""), a middle market private equity firm that partners with management to invest in market-leading companies, today announced that it has engaged Rob Holcomb as an Operating Executive. Mr. Holcomb will support Halifax by assessing and optimizing data infrastructure, analytics capabilities, and artificial intelligence readiness across portfolio companies and new investment opportunities.","Halifax Group (""Halifax""), a middle market private equity firm that partners with management to invest in market-leading companies, today announced that it has engaged Rob Holcomb as an Operating Executive. Mr. Holcomb will support Halifax by assessing and optimizing data infrastructure, analytics capabilities, and artificial intelligence readiness across portfolio companies and new investment opportunities.",????,2026-07-07T11:00:00+00:00,neutral,Financials,,,,
rss-c22e13306263cddf,Realty Income Corporation (O) is Attracting Investor Attention: Here is What You Should Know,"Realty Income Corp. (O) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.","Realty Income Corp. (O) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",????,2026-07-08T13:00:05+00:00,positive,Real Estate,,,,
rss-c07032bc0dc7e027,3 Dividend Aristocrats to Buy in July,"Dividend Aristocrats, the S&P 500 companies that have raised payouts for 25 or more consecutive years, remain the bedrock of income portfolios heading into the second half of 2026. Three of them stand out for July: a beaten-down quick-service leader, a biopharma machine firing on all cylinders, and a home improvement giant priced for a ... 3 Dividend Aristocrats to Buy in July","Dividend Aristocrats, the S&P 500 companies that have raised payouts for 25 or more consecutive years, remain the bedrock of income portfolios heading into the second half of 2026. Three of them stand out for July: a beaten-down quick-service leader, a biopharma machine firing on all cylinders, and a home improvement giant priced for a ... 3 Dividend Aristocrats to Buy in July",????,2026-07-07T12:00:23+00:00,positive,Investment Management,,,,
rss-675d3fc34b87ef27,What Southern (SO)'s Anticipated Earnings Uptick and Premium Valuation Mean For Shareholders,"Earlier this week, Southern Co. reported that analysts expect higher earnings per share of US$1.01 and revenue growth in its upcoming quarterly release, while earnings estimates have remained steady and the stock trades at a premium to the US electric utilities industry. This combination of anticipated profit and sales improvement, stable forecasts, and relatively rich valuation highlights investor confidence in Southern’s near-term business outlook. Next, we’ll explore how expectations for...","Earlier this week, Southern Co. reported that analysts expect higher earnings per share of US$1.01 and revenue growth in its upcoming quarterly release, while earnings estimates have remained steady and the stock trades at a premium to the US electric utilities industry. This combination of anticipated profit and sales improvement, stable forecasts, and relatively rich valuation highlights investor confidence in Southern’s near-term business outlook. Next, we’ll explore how expectations for...",????,2026-06-24T12:11:07+00:00,negative,Industrials,,valuation risk,"Against that backdrop, the expectation of stronger upcoming earnings and continued premium pricing invites you to weigh different scenarios for how Southern's heavy capital program could influence future profitability and risk.",
rss-bb26ea71ecab73db,HON's Building Automation Unit's Growth Picks Up: More Upside Ahead?,"Honeywell's Building Automation momentum is driving growth as strong demand, rising orders and data center and healthcare investments support the segment's outlook.","Honeywell's Building Automation momentum is driving growth as strong demand, rising orders and data center and healthcare investments support the segment's outlook.",????,2026-07-02T14:25:00+00:00,positive,Industrials,,,,
rss-56b88b3e6aa6045b,Energy Transition Update - Statkraft Expands With Major Wind Project In Brazil,"Statkraft has announced its investment in a 280 MW onshore wind project, Gran Sul, located in Rio Grande do Sul, Brazil. This project marks a significant addition to Statkraft’s renewable energy endeavors in a key international growth market. Boasting robust wind resources in southern Brazil, the Gran Sul project will contribute to the country's electricity grid and support the energy transition by expanding the company's presence in hydropower, wind, and solar power. The project has...","Statkraft has announced its investment in a 280 MW onshore wind project, Gran Sul, located in Rio Grande do Sul, Brazil. This project marks a significant addition to Statkraft’s renewable energy endeavors in a key international growth market. Boasting robust wind resources in southern Brazil, the Gran Sul project will contribute to the country's electricity grid and support the energy transition by expanding the company's presence in hydropower, wind, and solar power. The project has...",????,2026-07-09T11:37:12+00:00,neutral,Utilities,,,,
rss-91fa898a2dc7e44f,Can Nvidia Still Turn Patient Investors Into Millionaires?,"Key PointsNvidia can still generate strong long-term returns, but its $4.7 trillion size makes another 100-fold gain effectively impossible.","Key PointsNvidia can still generate strong long-term returns, but its $4.7 trillion size makes another 100-fold gain effectively impossible.",????,2026-07-11T09:49:00+00:00,positive,Information Technology,,,,
rss-d520243c73b1f377,"Why AstraZeneca Crashed 6%, Leading Two Rivals, Including Pfizer, To Jump",AstraZeneca stock crashed Thursday after its Ionis-partnered treatment for a rare heart disease failed in Phase 3 testing.,AstraZeneca stock crashed Thursday after its Ionis-partnered treatment for a rare heart disease failed in Phase 3 testing.,????,2026-07-09T20:26:21+00:00,neutral,Healthcare,,,,
rss-fc6eb27467580db2,"Costco Wholesale (COST) Posts Strong Results, Is It Fully Priced?","Recent trading interest in Costco Wholesale (COST) has been fueled by a mix of strong recent results, high membership renewal rates, and new digital initiatives. This is giving investors fresh context for assessing the stock. See our latest analysis for Costco Wholesale. Recent index additions to several Russell value and defensive benchmarks, together with product partnerships like the Costco.com Luna Ultra bundle, sit against a share price of $950.25 that has eased over the past quarter but...","Recent trading interest in Costco Wholesale (COST) has been fueled by a mix of strong recent results, high membership renewal rates, and new digital initiatives. This is giving investors fresh context for assessing the stock. See our latest analysis for Costco Wholesale. Recent index additions to several Russell value and defensive benchmarks, together with product partnerships like the Costco.com Luna Ultra bundle, sit against a share price of $950.25 that has eased over the past quarter but...",????,2026-07-07T19:20:53+00:00,positive,Consumer Staples,,,,
rss-71905c26ae6935b2,"London Stock Exchange Group says income grew, led by Tradeweb",,,????,2024-10-24T06:28:00+00:00,positive,Financials,,,,
rss-c415bc19a86b16ba,Netflix Slides 17% as Valuation Worries Grow,Netflix shares are down 17% this year and recently touched a 52-week low.,Netflix shares are down 17% this year and recently touched a 52-week low.,????,2026-07-03T21:21:04+00:00,positive,Communication Services,,,,
rss-8b7d36bdda0ea1f1,Healthpeak Properties Gains 28% in 3 Months: Will the Trend Last?,"DOC surges 28% in three months as leasing, occupancy gains and Janus Living growth support its shift toward labs and outpatient assets.","DOC surges 28% in three months as leasing, occupancy gains and Janus Living growth support its shift toward labs and outpatient assets.",????,2026-06-26T18:30:00+00:00,positive,Real Estate,,,,
rss-cacecf64334221d9,Walmart's Bounce Faces a Fundamental Test,Slower comparable sales and tariff concerns remain key risks.,Slower comparable sales and tariff concerns remain key risks.,????,2026-07-06T15:08:25+00:00,negative,Consumer Staples,,demand risk?earnings risk?geopolitical risk,"Part of the pressure comes from concern that comparable sales are slowing. Tariffs are another headache. If costs rise, Walmart has to decide how much it can absorb and how much it can pass on to shoppers.That is not an easy balance. Walmart's strength has always been price. Push prices too high, and customers notice. Protect prices too aggressively, and margins can feel the pressure.",
rss-c009c8702e9a963c,WEN Stock Up 28% in a Month: Should Investors Chase the Rally or Wait?,"Wendy's 28% gain in a month is fueled by retail-trader buzz, Project Fresh optimism and valuation appeal, but weak U.S. sales and cost inflation loom.","Wendy's 28% gain in a month is fueled by retail-trader buzz, Project Fresh optimism and valuation appeal, but weak U.S. sales and cost inflation loom.",????,2026-07-06T14:25:00+00:00,positive,Consumer Discretionary,,,,
rss-9c2ac864bd19fa78,Trump’s Freedom 250 draws corporate sponsors with business before his administration,"Companies with federal interests — including Boeing, Lockheed Martin and Oracle — are sponsoring a Trump-aligned effort celebrating America’s 250th birthday.","Companies with federal interests — including Boeing, Lockheed Martin and Oracle — are sponsoring a Trump-aligned effort celebrating America’s 250th birthday.",????,2026-07-03T12:00:01+00:00,positive,none,,,,
rss-bcb668b1e05b419f,Mayor Mamdani announces 'Click to Cancel' rule to rid NYC of subscription traps and junk fees - ABC7 New York,"Mayor Mamdani announces 'Click to Cancel' rule to rid NYC of subscription traps and junk fees ABC7 New York New York City becomes first in the US to ban deceptive subscription practices The Guardian Mayor Mamdani Announces Landmark ""Click-To-Cancel"" Consumer Protection Rules to Ban Subscription Traps and Junk Fees NYC.gov Mamdani Announces New Click-To-Cancel Rule For New York City Engadget Mayor Mamdani Unveils Click-to-Cancel Rules in NYC Mirage News","Mayor Mamdani announces 'Click to Cancel' rule to rid NYC of subscription traps and junk fees ABC7 New York New York City becomes first in the US to ban deceptive subscription practices The Guardian Mayor Mamdani Announces Landmark ""Click-To-Cancel"" Consumer Protection Rules to Ban Subscription Traps and Junk Fees NYC.gov Mamdani Announces New Click-To-Cancel Rule For New York City Engadget Mayor Mamdani Unveils Click-to-Cancel Rules in NYC Mirage News",#VALUE!,2026-07-10T22:00:34+00:00,positive,none,,,,
rss-0cc4aac0a1164e17,The Dividend Portfolio That Can Cover a Silicon Valley House Payment,"A median Silicon Valley home can easily run near $1.6 million to $2 million, and today’s mortgage rates can turn that into a roughly $10,000 to $12,000 monthly housing payment once principal, interest, property taxes, and insurance are included. Covering that bill with dividends alone means building a portfolio that throws off roughly $120,000 to ... The Dividend Portfolio That Can Cover a Silicon Valley House Payment","A median Silicon Valley home can easily run near $1.6 million to $2 million, and today’s mortgage rates can turn that into a roughly $10,000 to $12,000 monthly housing payment once principal, interest, property taxes, and insurance are included. Covering that bill with dividends alone means building a portfolio that throws off roughly $120,000 to ... The Dividend Portfolio That Can Cover a Silicon Valley House Payment",????,2026-07-04T09:36:40+00:00,positive,Financials,,,,
rss-d5a398f57438cf32,Why Vanguard’s $143 Billion Tech ETF Outpaced QQQ While Charging Half the Fee,"A 45-year-old tech professional sitting on $200,000 in Invesco QQQ Trust (NASDAQ:QQQ) for growth exposure has a fair question in 2026: why hold a Nasdaq-100 fund that includes Costco and Pepsi when a pure-tech alternative exists at half the cost? That alternative is Vanguard Information Technology ETF (NYSEARCA:VGT), a roughly $143 billion fund that has ... Why Vanguard’s $143 Billion Tech ETF Outpaced QQQ While Charging Half the Fee","A 45-year-old tech professional sitting on $200,000 in Invesco QQQ Trust (NASDAQ:QQQ) for growth exposure has a fair question in 2026: why hold a Nasdaq-100 fund that includes Costco and Pepsi when a pure-tech alternative exists at half the cost? That alternative is Vanguard Information Technology ETF (NYSEARCA:VGT), a roughly $143 billion fund that has ... Why Vanguard’s $143 Billion Tech ETF Outpaced QQQ While Charging Half the Fee",????,2026-07-04T13:07:07+00:00,positive,Financials,,,,
rss-ff5ca732519fb858,"META Stock Crosses Key Resistance For First Time In Over 2 Months – BofA Says AI Expansion May Deliver Better Economics Than Amazon, Google",BofA Securities reiterated its ‘Buy’ rating on Meta after a Reuters report said the company is ramping up its AI infrastructure with a custom-designed chip.,BofA Securities reiterated its ‘Buy’ rating on Meta after a Reuters report said the company is ramping up its AI infrastructure with a custom-designed chip.,????,2026-07-10T13:46:31+00:00,positive,Communication Services,,,,
rss-0bfad27f80db7281,My Bold Prediction for This Stock Through 2030,Apple (NASDAQ:AAPL) just signed a $30 billion multiyear deal with Broadcom for U.S.-made custom silicon and is closing in on Nvidia for the largest market cap in the world. Shares are up 15.49% year to date and sit at $313.39. Can Apple ride its AI infrastructure pivot to $500 per share by 2030? Here is ... My Bold Prediction for This Stock Through 2030,Apple (NASDAQ:AAPL) just signed a $30 billion multiyear deal with Broadcom for U.S.-made custom silicon and is closing in on Nvidia for the largest market cap in the world. Shares are up 15.49% year to date and sit at $313.39. Can Apple ride its AI infrastructure pivot to $500 per share by 2030? Here is ... My Bold Prediction for This Stock Through 2030,????,2026-07-09T17:00:17+00:00,neutral,Financials,,,,
rss-bfc48480cdf4c21a,Morgan Stanley’s Wilson Sees Rotation From Chips to Hyperscalers,"(Bloomberg) -- US stocks will struggle to reach new highs as investors rotate out of some of this year’s biggest winning technology trades, according to Morgan Stanley strategists.Most Read from BloombergOil, Gas Tankers Cross Hormuz Via Oman-Side Route After U-TurnsGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaThe Supertanker Tycoon Making Millions on Hormuz Shuttle RunsModi’s Flagship Biofuel Push Faces Backlash From MotoristsOil’s Supply Wave, Tumbling Prices Rekindle Fears","(Bloomberg) -- US stocks will struggle to reach new highs as investors rotate out of some of this year’s biggest winning technology trades, according to Morgan Stanley strategists.Most Read from BloombergOil, Gas Tankers Cross Hormuz Via Oman-Side Route After U-TurnsGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaThe Supertanker Tycoon Making Millions on Hormuz Shuttle RunsModi’s Flagship Biofuel Push Faces Backlash From MotoristsOil’s Supply Wave, Tumbling Prices Rekindle Fears",????,2026-07-06T09:07:27+00:00,negative,Information Technology,,demand risk,He also expects hyperscaler companies to potentially start to soften expectations of their spending plans given the recent run of underperformance.,
