article_id,event_id,source,publisher,source_count,title,summary,content,body_text,content_level,rescored,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,sentiment_score_fulltext,p_positive_fulltext,p_neutral_fulltext,p_negative_fulltext,b_bull,b_bear,g_growth,s_shock,k_unc,entropy_norm,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,source_weight,agg_weight,is_duplicate,dedup_factor,processing_error
demo-06-10,demo-06-10,Demo Macro Watch,Demo Macro Watch,1,Johnson & Johnson drug pipeline update 10 shapes Healthcare sentiment,drug pricing rules created uncertainty for margins. Investors linked the move to drug pipeline.,Johnson & Johnson and Merck were mentioned in demo coverage of Healthcare. drug pricing rules created uncertainty for margins. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-10,2026-07-03T11:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;MRK,Johnson & Johnson;Merck,Healthcare,earnings risk,-0.352,0.077,0.494,0.429,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.827605,5.4,30.0,74.6,0.0,0.0,0.0,-0.352,86.0,regulatory risk;earnings risk,drug pricing rules created uncertainty for margins.,0.494,1.000,0.307108,1.000,0.214976,True,0.7,
demo-06-11,demo-06-11,Demo Market Wire,Demo Market Wire,1,Merck earnings risk update 11 shapes Healthcare sentiment,managed care utilization trends were mixed. Investors linked the move to earnings risk.,Merck and UnitedHealth were mentioned in demo coverage of Healthcare. managed care utilization trends were mixed. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-01,2026-07-01T08:00:00+00:00,2026-07-07T00:00:00+00:00,,en,MRK;UNH,Merck;UnitedHealth,Healthcare,earnings risk,-0.350,0.095,0.460,0.445,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.856318,6.6,31.1,74.1,0.0,0.0,0.0,-0.350,72.0,earnings risk;demand risk,managed care utilization trends were mixed.,0.460,1.000,0.151240,1.000,0.045372,True,0.3,
demo-06-12,demo-06-12,Demo Finance Daily,Demo Finance Daily,1,Pfizer healthcare regulation update 1 reshapes Healthcare sentiment,clinical trial progress supported sentiment. Investors linked the move to policy uncertainty.,UnitedHealth and Pfizer were mentioned in demo coverage of Healthcare. clinical trial progress supported sentiment. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-12,2026-06-29T05:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PFE;UNH,Pfizer;UnitedHealth,Healthcare,healthcare regulation,0.384,0.465,0.455,0.081,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.835019,32.5,5.6,73.2,0.0,0.0,0.0,0.384,40.0,regulatory risk,clinical trial progress supported sentiment.,0.465,1.000,0.074480,1.000,0.052136,True,0.7,
demo-07-01,demo-07-01,Demo Finance Daily,Demo Finance Daily,1,Boeing supply chain update 1 shapes Industrials sentiment,order backlogs remained healthy across machinery names. Investors linked the move to supply chain.,Boeing and Caterpillar were mentioned in demo coverage of Industrials. order backlogs remained healthy across machinery names. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-01,2026-06-18T12:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;CAT,Boeing;Caterpillar,Industrials,supply chain,0.233,0.337,0.559,0.104,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.843743,23.6,7.3,62.7,0.0,0.0,0.0,0.233,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.559,1.000,0.002098,1.000,0.002098,False,1.0,
demo-07-02,demo-07-02,Demo Sector Brief,Demo Sector Brief,1,Caterpillar earnings risk update 2 shapes Industrials sentiment,delivery delays continued to pressure execution. Investors linked the move to earnings risk.,Caterpillar and GE were mentioned in demo coverage of Industrials. delivery delays continued to pressure execution. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-02,2026-06-16T09:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CAT;GE,Caterpillar;GE,Industrials,earnings risk,-0.385,0.081,0.453,0.466,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.836173,5.7,32.6,73.2,0.0,0.0,0.0,-0.385,72.0,earnings risk;demand risk,delivery delays continued to pressure execution.,0.466,1.000,0.001033,1.000,0.001033,False,1.0,
demo-07-03,demo-07-03,Demo Analyst Note,Demo Analyst Note,1,GE capital spending update 3 shapes Industrials sentiment,infrastructure demand supported medium-term guidance. Investors linked the move to capital spending.,GE and 3M were mentioned in demo coverage of Industrials. infrastructure demand supported medium-term guidance. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-03,2026-06-14T06:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GE;MMM,3M;GE,Industrials,infrastructure demand,0.481,0.510,0.460,0.029,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.732100,35.7,2.1,55.4,0.0,0.0,0.0,0.481,60.0,earnings risk,infrastructure demand supported medium-term guidance.,0.510,1.000,0.000509,1.000,0.000509,False,1.0,
demo-07-04,demo-07-04,Demo Macro Watch,Demo Macro Watch,1,3M infrastructure demand update 4 shapes Industrials sentiment,export uncertainty weighed on industrial sentiment. Investors linked the move to infrastructure demand.,3M and Boeing were mentioned in demo coverage of Industrials. export uncertainty weighed on industrial sentiment. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-04,2026-06-12T03:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;MMM,3M;Boeing,Industrials,infrastructure demand,-0.325,0.102,0.472,0.427,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.865060,7.1,29.9,74.8,0.0,0.0,0.0,-0.325,80.0,geopolitical risk,export uncertainty weighed on industrial sentiment.,0.472,1.000,0.000251,1.000,0.000251,False,1.0,
demo-07-05,demo-07-05,Demo Market Wire,Demo Market Wire,1,Boeing supply chain update 5 shapes Industrials sentiment,order backlogs remained healthy across machinery names. Investors linked the move to supply chain.,Boeing and Caterpillar were mentioned in demo coverage of Industrials. order backlogs remained healthy across machinery names. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-05,2026-06-11T00:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;CAT,Boeing;Caterpillar,Industrials,supply chain,0.245,0.345,0.556,0.100,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.840544,24.1,7.0,62.4,0.0,0.0,0.0,0.245,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.556,1.000,0.000172,1.000,0.000172,False,1.0,
demo-07-06,demo-07-06,Demo Finance Daily,Demo Finance Daily,1,Caterpillar earnings risk update 6 shapes Industrials sentiment,delivery delays continued to pressure execution. Investors linked the move to earnings risk.,Caterpillar and GE were mentioned in demo coverage of Industrials. delivery delays continued to pressure execution. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-06,2026-06-08T21:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CAT;GE,Caterpillar;GE,Industrials,earnings risk,-0.385,0.081,0.453,0.466,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.835941,5.7,32.6,73.2,0.0,0.0,0.0,-0.385,72.0,earnings risk;demand risk,delivery delays continued to pressure execution.,0.466,1.000,0.000085,1.000,0.000085,False,1.0,
demo-07-07,demo-07-07,Demo Sector Brief,Demo Sector Brief,1,GE capital spending update 7 shapes Industrials sentiment,infrastructure demand supported medium-term guidance. Investors linked the move to capital spending.,GE and 3M were mentioned in demo coverage of Industrials. infrastructure demand supported medium-term guidance. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-07,2026-07-06T18:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GE;MMM,3M;GE,Industrials,infrastructure demand,0.484,0.514,0.457,0.029,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.731474,36.0,2.1,55.2,0.0,0.0,0.0,0.484,60.0,earnings risk,infrastructure demand supported medium-term guidance.,0.514,1.000,0.920044,1.000,0.920044,False,1.0,
demo-07-08,demo-07-08,Demo Analyst Note,Demo Analyst Note,1,3M infrastructure demand update 8 shapes Industrials sentiment,export uncertainty weighed on industrial sentiment. Investors linked the move to infrastructure demand.,3M and Boeing were mentioned in demo coverage of Industrials. export uncertainty weighed on industrial sentiment. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-08,2026-07-04T15:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;MMM,3M;Boeing,Industrials,infrastructure demand,-0.324,0.102,0.472,0.426,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.865462,7.1,29.8,74.8,0.0,0.0,0.0,-0.324,80.0,geopolitical risk,export uncertainty weighed on industrial sentiment.,0.472,1.000,0.453089,1.000,0.453089,False,1.0,
demo-07-09,demo-07-09,Demo Macro Watch,Demo Macro Watch,1,Boeing supply chain update 9 shapes Industrials sentiment,order backlogs remained healthy across machinery names. Investors linked the move to supply chain.,Boeing and Caterpillar were mentioned in demo coverage of Industrials. order backlogs remained healthy across machinery names. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-09,2026-07-02T12:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;CAT,Boeing;Caterpillar,Industrials,supply chain,0.243,0.344,0.556,0.100,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.841297,24.1,7.0,62.5,0.0,0.0,0.0,0.243,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.556,1.000,0.223130,1.000,0.223130,False,1.0,
demo-07-10,demo-07-10,Demo Market Wire,Demo Market Wire,1,Caterpillar earnings risk update 10 shapes Industrials sentiment,delivery delays continued to pressure execution. Investors linked the move to earnings risk.,Caterpillar and GE were mentioned in demo coverage of Industrials. delivery delays continued to pressure execution. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-10,2026-06-30T09:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CAT;GE,Caterpillar;GE,Industrials,earnings risk,-0.385,0.081,0.453,0.466,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.835978,5.7,32.6,73.2,0.0,0.0,0.0,-0.385,72.0,earnings risk;demand risk,delivery delays continued to pressure execution.,0.466,1.000,0.109884,1.000,0.109884,False,1.0,
demo-07-11,demo-07-11,Demo Finance Daily,Demo Finance Daily,1,GE capital spending update 11 shapes Industrials sentiment,infrastructure demand supported medium-term guidance. Investors linked the move to capital spending.,GE and 3M were mentioned in demo coverage of Industrials. infrastructure demand supported medium-term guidance. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-01,2026-06-28T06:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GE;MMM,3M;GE,Industrials,infrastructure demand,0.480,0.512,0.455,0.032,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.738987,35.9,2.3,55.4,0.0,0.0,0.0,0.480,60.0,earnings risk,infrastructure demand supported medium-term guidance.,0.512,1.000,0.054114,1.000,0.016234,True,0.3,
demo-07-12,demo-07-12,Demo Sector Brief,Demo Sector Brief,1,Boeing supply chain update 1 reshapes Industrials sentiment,export uncertainty weighed on industrial sentiment. Investors linked the move to infrastructure demand.,3M and Boeing were mentioned in demo coverage of Industrials. export uncertainty weighed on industrial sentiment. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-07-12,2026-06-26T03:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BA;MMM,3M;Boeing,Industrials,supply chain,-0.323,0.102,0.472,0.425,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.865888,7.2,29.8,74.9,0.0,0.0,0.0,-0.323,80.0,geopolitical risk,export uncertainty weighed on industrial sentiment.,0.472,1.000,0.026649,1.000,0.018654,True,0.7,
demo-08-01,demo-08-01,Demo Sector Brief,Demo Sector Brief,1,ExxonMobil oil price movement update 1 shapes Energy sentiment,higher crude prices improved cash flow expectations. Investors linked the move to oil price movement.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. higher crude prices improved cash flow expectations. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-01,2026-06-15T10:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,oil price movement,0.417,0.449,0.518,0.033,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.739306,31.5,2.3,57.9,0.0,0.0,0.0,0.417,60.0,commodity risk,higher crude prices improved cash flow expectations.,0.518,1.000,0.000751,1.000,0.000751,False,1.0,
demo-08-02,demo-08-02,Demo Analyst Note,Demo Analyst Note,1,Chevron commodity shock update 2 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-02,2026-06-13T07:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;CVX,Chevron;ConocoPhillips,Energy,oil price movement,-0.346,0.084,0.486,0.430,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.838568,5.9,30.1,74.6,0.0,0.0,0.0,-0.346,76.0,geopolitical risk;commodity risk,Analysts said geopolitical risk should be monitored over the next few weeks.,0.486,1.000,0.000370,1.000,0.000370,False,1.0,
demo-08-03,demo-08-03,Demo Macro Watch,Demo Macro Watch,1,ConocoPhillips cash flow update 3 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-03,2026-06-11T04:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,cash flow,0.478,0.507,0.465,0.029,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.730632,35.5,2.0,55.5,0.0,0.0,0.0,0.478,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.507,1.000,0.000182,1.000,0.000182,False,1.0,
demo-08-04,demo-08-04,Demo Market Wire,Demo Market Wire,1,ExxonMobil geopolitical risk update 4 shapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-04,2026-06-09T01:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,geopolitical risk,0.368,0.430,0.509,0.062,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.799813,30.1,4.3,74.3,0.0,0.0,0.0,0.368,86.0,geopolitical risk;demand risk,geopolitical supply concerns lifted risk premiums.,0.509,1.000,0.000090,1.000,0.000090,False,1.0,
demo-08-05,demo-08-05,Demo Finance Daily,Demo Finance Daily,1,Chevron oil price movement update 5 shapes Energy sentiment,higher crude prices improved cash flow expectations. Investors linked the move to oil price movement.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. higher crude prices improved cash flow expectations. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-05,2026-06-07T22:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;CVX,Chevron;ConocoPhillips,Energy,oil price movement,0.422,0.453,0.515,0.031,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.736125,31.7,2.2,57.7,0.0,0.0,0.0,0.422,60.0,commodity risk,higher crude prices improved cash flow expectations.,0.515,1.000,0.000062,1.000,0.000062,False,1.0,
demo-08-06,demo-08-06,Demo Sector Brief,Demo Sector Brief,1,ConocoPhillips commodity shock update 6 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-06,2026-07-05T19:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,oil price movement,-0.330,0.087,0.496,0.417,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.841910,6.1,29.2,75.1,0.0,0.0,0.0,-0.330,76.0,geopolitical risk;commodity risk,Analysts said geopolitical risk should be monitored over the next few weeks.,0.496,1.000,0.668461,1.000,0.668461,False,1.0,
demo-08-07,demo-08-07,Demo Analyst Note,Demo Analyst Note,1,ExxonMobil cash flow update 7 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-07,2026-07-03T16:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,cash flow,0.473,0.503,0.468,0.029,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.732359,35.2,2.1,55.7,0.0,0.0,0.0,0.473,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.503,1.000,0.329193,1.000,0.329193,False,1.0,
demo-08-08,demo-08-08,Demo Macro Watch,Demo Macro Watch,1,Chevron geopolitical risk update 8 shapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-08,2026-07-01T13:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;CVX,Chevron;ConocoPhillips,Energy,geopolitical risk,0.352,0.420,0.512,0.068,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.810208,29.4,4.8,74.8,0.0,0.0,0.0,0.352,86.0,geopolitical risk;demand risk,geopolitical supply concerns lifted risk premiums.,0.512,1.000,0.162116,1.000,0.162116,False,1.0,
demo-08-09,demo-08-09,Demo Market Wire,Demo Market Wire,1,ConocoPhillips oil price movement update 9 shapes Energy sentiment,higher crude prices improved cash flow expectations. Investors linked the move to oil price movement.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. higher crude prices improved cash flow expectations. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-09,2026-06-29T10:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,oil price movement,0.420,0.453,0.515,0.032,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.738955,31.7,2.3,57.8,0.0,0.0,0.0,0.420,60.0,commodity risk,higher crude prices improved cash flow expectations.,0.515,1.000,0.079836,1.000,0.079836,False,1.0,
demo-08-10,demo-08-10,Demo Finance Daily,Demo Finance Daily,1,ExxonMobil commodity shock update 10 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-10,2026-06-27T07:00:00+00:00,2026-07-07T00:00:00+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,oil price movement,-0.370,0.074,0.482,0.444,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.823899,5.2,31.1,74.0,0.0,0.0,0.0,-0.370,76.0,geopolitical risk;commodity risk,Analysts said geopolitical risk should be monitored over the next few weeks.,0.482,1.000,0.039316,1.000,0.039316,False,1.0,
demo-08-11,demo-08-11,Demo Sector Brief,Demo Sector Brief,1,Chevron cash flow update 11 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-01,2026-06-25T04:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;CVX,Chevron;ConocoPhillips,Energy,cash flow,0.475,0.504,0.466,0.030,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.732915,35.3,2.1,55.6,0.0,0.0,0.0,0.475,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.504,1.000,0.019362,1.000,0.005809,True,0.3,
demo-08-12,demo-08-12,Demo Analyst Note,Demo Analyst Note,1,ExxonMobil oil price movement update 1 reshapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-08-12,2026-06-23T01:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,geopolitical risk,0.209,0.323,0.563,0.114,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.852223,22.6,8.0,78.1,0.0,0.0,0.0,0.209,90.2,geopolitical risk;commodity risk;demand risk,geopolitical supply concerns lifted risk premiums.,0.563,1.000,0.009535,1.000,0.006675,True,0.7,
demo-09-01,demo-09-01,Demo Analyst Note,Demo Analyst Note,1,NextEra Energy interest rate uncertainty update 1 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-01,2026-06-12T08:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,interest rate uncertainty,0.056,0.268,0.519,0.213,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.930768,18.8,14.9,78.7,0.0,0.0,0.0,0.056,60.0,interest rate risk,lower yield expectations supported dividend sectors.,0.519,1.000,0.000269,1.000,0.000269,False,1.0,
demo-09-02,demo-09-02,Demo Macro Watch,Demo Macro Watch,1,Duke Energy defensive demand update 2 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-02,2026-06-10T05:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;SO,Duke Energy;Southern Company,Utilities,regulatory risk,-0.091,0.110,0.689,0.201,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.748576,7.7,14.1,80.0,0.0,0.0,0.0,-0.091,80.0,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.689,1.000,0.000132,1.000,0.000132,False,1.0,
demo-09-03,demo-09-03,Demo Market Wire,Demo Market Wire,1,Southern Company renewable investment update 3 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-03,2026-06-08T02:00:00+00:00,2026-07-07T00:00:00+00:00,,en,NEE;SO,NextEra Energy;Southern Company,Utilities,renewable investment,0.397,0.420,0.558,0.022,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.705546,39.4,1.6,58.5,0.0,0.0,0.0,0.397,50.0,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.558,1.000,0.000065,1.000,0.000065,False,1.0,
demo-09-04,demo-09-04,Demo Finance Daily,Demo Finance Daily,1,NextEra Energy dividend yield update 4 shapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-04,2026-07-06T23:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,dividend,-0.286,0.075,0.564,0.361,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.805805,5.3,25.2,76.7,0.0,0.0,0.0,-0.286,60.0,interest rate risk,financing costs remained a watch point.,0.564,1.000,0.986207,1.000,0.986207,False,1.0,
demo-09-05,demo-09-05,Demo Sector Brief,Demo Sector Brief,1,Duke Energy interest rate uncertainty update 5 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-05,2026-07-04T20:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;SO,Duke Energy;Southern Company,Utilities,interest rate uncertainty,0.016,0.253,0.509,0.238,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.940268,17.7,16.6,78.6,0.0,0.0,0.0,0.016,60.0,interest rate risk,lower yield expectations supported dividend sectors.,0.509,1.000,0.485672,1.000,0.485672,False,1.0,
demo-09-06,demo-09-06,Demo Analyst Note,Demo Analyst Note,1,Southern Company defensive demand update 6 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-06,2026-07-02T17:00:00+00:00,2026-07-07T00:00:00+00:00,,en,NEE;SO,NextEra Energy;Southern Company,Utilities,regulatory risk,-0.079,0.117,0.688,0.196,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.753114,8.2,13.7,80.1,0.0,0.0,0.0,-0.079,80.0,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.688,1.000,0.239176,1.000,0.239176,False,1.0,
demo-09-07,demo-09-07,Demo Macro Watch,Demo Macro Watch,1,NextEra Energy renewable investment update 7 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-07,2026-06-30T14:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,renewable investment,0.397,0.419,0.559,0.022,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.704472,39.3,1.5,58.5,0.0,0.0,0.0,0.397,50.0,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.559,1.000,0.117786,1.000,0.117786,False,1.0,
demo-09-08,demo-09-08,Demo Market Wire,Demo Market Wire,1,Duke Energy dividend yield update 8 shapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-08,2026-06-28T11:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;SO,Duke Energy;Southern Company,Utilities,dividend,-0.292,0.074,0.560,0.366,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.806348,5.2,25.6,76.6,0.0,0.0,0.0,-0.292,60.0,interest rate risk,financing costs remained a watch point.,0.560,1.000,0.058005,1.000,0.058005,False,1.0,
