article_id,event_id,source,publisher,source_count,title,summary,content,body_text,content_level,rescored,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,b_bull,b_bear,g_growth,s_shock,k_unc,entropy_norm,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,source_weight,agg_weight,is_duplicate,dedup_factor,processing_error
rss-1c382580f9b2b849,rss-1c382580f9b2b849,Yahoo Finance RSS,Yahoo Finance RSS,1,"Why GE Vernova, Caterpillar Stocks Are Getting Crushed",A Wall Street downgrade of Siemens Energy has sparked a sell of in shares of power generation equipment providers.,A Wall Street downgrade of Siemens Energy has sparked a sell of in shares of power generation equipment providers.,,summary,False,https://finance.yahoo.com/m/b7c255b0-c54d-36d5-b4f0-052280c750b1/why-ge-vernova%2C-caterpillar.html?.tsrc=rss,2026-07-07T20:31:00+00:00,2026-07-08T17:29:18+00:00,,en,CAT;GE,Caterpillar;GE,Industrials,general market sentiment,-0.945,0.015,0.026,0.960,0.000000,1.000000,0.000000,0.000000,0.000000,0.177817,1.0,87.2,6.4,0.0,0.0,0.0,-0.945,0.0,,A Wall Street downgrade of Siemens Energy has sparked a sell of in shares of power generation equipment providers.,0.960,1.000,0.747312,0.900,0.672581,False,1.0,
rss-289438c6ac607ba1,rss-289438c6ac607ba1,Yahoo Finance RSS,Yahoo Finance RSS,1,"Intel, Micron, SpaceX, GE Vernova, Caterpillar, and More Stocks That Explain Today’s Market",AI stocks fall with South Korean memory-chip maker Samsung Electronics setting the tone for the broader market.,AI stocks fall with South Korean memory-chip maker Samsung Electronics setting the tone for the broader market.,,summary,False,https://finance.yahoo.com/m/a28ab6d4-84b9-3521-a2ea-41d28b89c2ff/intel%2C-micron%2C-spacex%2C-ge.html?.tsrc=rss,2026-07-07T20:23:00+00:00,2026-07-08T17:29:18+00:00,,en,CAT;GE,Caterpillar;GE,Industrials,space economy,-0.939,0.015,0.030,0.954,0.000000,0.000000,0.000000,0.000000,0.000000,0.195447,1.1,66.8,7.1,0.0,0.0,0.0,-0.939,0.0,,AI stocks fall with South Korean memory-chip maker Samsung Electronics setting the tone for the broader market.,0.954,1.000,0.745929,0.900,0.671336,False,1.0,
rss-d2699220bec03993,rss-d2699220bec03993,Yahoo Finance RSS,Yahoo Finance RSS,1,Chips Slip Again as Caterpillar Bites the Dow: Stock Market Today,Yesterday's rally is today's sell-off as markets weigh incoming data against great expectations for second-quarter earnings season.,Yesterday's rally is today's sell-off as markets weigh incoming data against great expectations for second-quarter earnings season.,,summary,False,https://www.kiplinger.com/investing/stocks/chips-slip-again-as-caterpillar-bites-the-dow-stock-market-today?.tsrc=rss,2026-07-07T20:06:34+00:00,2026-07-08T17:29:18+00:00,,en,CAT;DOW,Caterpillar;Dow,Industrials,semiconductors,-0.807,0.080,0.034,0.886,0.000000,0.000000,0.000000,1.000000,0.000000,0.385861,5.6,72.0,12.9,0.0,0.0,0.0,-0.807,40.0,valuation risk,Yesterday's rally is today's sell-off as markets weigh incoming data against great expectations for second-quarter earnings season.,0.886,1.000,0.743097,0.900,0.668787,False,1.0,
rss-c2968a8d83b426ba,rss-2c7474a6bc95a9bb,Yahoo Finance RSS,Yahoo Finance RSS,1,Has Caterpillar (CAT) Run Too Far Ahead After Its Index Shake Up?,"Caterpillar (CAT) is back in the spotlight after being removed from several Russell value and defensive benchmarks, while at the same time being added to the Russell Top 50 Index. This shift is refocusing attention on how investors view the stock. See our latest analysis for Caterpillar. These index changes land after a sharp run in Caterpillar's share price, with a 90 day share price return of 33.89% and a year to date share price return of 62.08%, while the 1 year total shareholder return...","Caterpillar (CAT) is back in the spotlight after being removed from several Russell value and defensive benchmarks, while at the same time being added to the Russell Top 50 Index. This shift is refocusing attention on how investors view the stock. See our latest analysis for Caterpillar. These index changes land after a sharp run in Caterpillar's share price, with a 90 day share price return of 33.89% and a year to date share price return of 62.08%, while the 1 year total shareholder return...",,summary,False,https://finance.yahoo.com/markets/stocks/articles/caterpillar-cat-run-too-far-191843562.html?.tsrc=rss,2026-07-07T19:18:43+00:00,2026-07-08T17:29:18+00:00,,en,CAT,Caterpillar,Industrials,defensive demand,0.096,0.295,0.505,0.199,0.000000,0.000000,0.000000,0.000000,0.000000,0.934341,20.7,13.9,48.2,0.0,0.0,0.0,0.096,0.0,,"Caterpillar (CAT) is back in the spotlight after being removed from several Russell value and defensive benchmarks, while at the same time being added to the Russell Top 50 Index.",0.505,1.000,0.734911,0.900,0.661420,False,1.0,
rss-afdea25bd2299421,rss-afdea25bd2299421,Yahoo Finance RSS,Yahoo Finance RSS,1,Michael Burry Is Shorting Caterpillar Stock for the First Time. Why You Shouldn’t Rush to Do the Same.,The famed short-seller thinks CAT is overvalued after its mammoth run. But the landscape is changing.,The famed short-seller thinks CAT is overvalued after its mammoth run. But the landscape is changing.,,summary,False,https://www.barchart.com/story/news/3168214/michael-burry-is-shorting-caterpillar-stock-for-the-first-time-why-you-shouldnt-rush-to-do-the-same?.tsrc=rss,2026-07-07T17:35:11+00:00,2026-07-08T17:29:18+00:00,,en,CAT,Caterpillar,Industrials,general market sentiment,0.310,0.384,0.541,0.075,0.000000,0.000000,0.000000,0.000000,0.000000,0.813125,26.9,5.2,46.0,0.0,0.0,0.0,0.310,0.0,,The famed short-seller thinks CAT is overvalued after its mammoth run.,0.541,1.000,0.717508,0.900,0.645757,False,1.0,
rss-2b9370f93c9fd63d,rss-2b9370f93c9fd63d,Yahoo Finance RSS,Yahoo Finance RSS,1,TEX vs. CAT: Which Stock Is the Better Value Option?,TEX vs. CAT: Which Stock Is the Better Value Option?,TEX vs. CAT: Which Stock Is the Better Value Option?,,summary,False,https://finance.yahoo.com/markets/stocks/articles/tex-vs-cat-stock-better-154007912.html?.tsrc=rss,2026-07-07T15:40:07+00:00,2026-07-08T17:29:18+00:00,,en,CAT,Caterpillar,Industrials,general market sentiment,-0.007,0.040,0.913,0.047,0.000000,0.000000,0.000000,0.000000,0.000000,0.323973,2.8,3.3,46.2,0.0,0.0,0.0,-0.007,0.0,,CAT: Which Stock Is the Better Value Option?,0.913,1.000,0.698649,0.900,0.628784,False,1.0,
rss-1dc31f0d86625527,rss-ab2f214b10a44950,Yahoo Finance RSS,Yahoo Finance RSS,1,Dow Falls 200 Points. Nasdaq Down 1.4%.,"The Dow is down 200 points, or 0.4%, following the Nasdaq and S&P 500 deeper into the red. Caterpillar stock was the worst-performing Dow component, down 5.6%. The construction equipment company, which has become an AI infrastructure play, dropped after announcing its acquisition of mining solutions company, Skycatch.","The Dow is down 200 points, or 0.4%, following the Nasdaq and S&P 500 deeper into the red. Caterpillar stock was the worst-performing Dow component, down 5.6%. The construction equipment company, which has become an AI infrastructure play, dropped after announcing its acquisition of mining solutions company, Skycatch.",,summary,False,https://finance.yahoo.com/m/54402c84-7043-375b-a149-a09979fc672c/dow-falls-200-points.-nasdaq.html?.tsrc=rss,2026-07-07T15:15:55+00:00,2026-07-08T17:29:18+00:00,,en,CAT;DOW,Caterpillar;Dow,Industrials,AI infrastructure spending,-0.919,0.011,0.059,0.930,0.000000,0.000000,0.000000,0.000000,0.000000,0.257356,0.8,65.1,10.1,0.0,0.0,0.0,-0.919,0.0,,"Caterpillar stock was the worst-performing Dow component, down 5.6%.",0.930,1.000,0.694746,0.900,0.625271,False,1.0,
rss-23df088b2d1f51b7,rss-ab2f214b10a44950,Yahoo Finance RSS,Yahoo Finance RSS,1,Caterpillar Stock Falls on New Mining Deal,"Caterpillar stock is down 5.4% on its latest acquisition, dragging the Dow lower. The stock, which has emerged as an unexpected AI play amid the infrastructure buildout, was the worst performer in the blue-chip index.","Caterpillar stock is down 5.4% on its latest acquisition, dragging the Dow lower. The stock, which has emerged as an unexpected AI play amid the infrastructure buildout, was the worst performer in the blue-chip index.",,summary,False,https://finance.yahoo.com/m/b9faaa65-d50c-3ade-82bc-e17724489d18/caterpillar-stock-falls-on.html?.tsrc=rss,2026-07-07T14:49:42+00:00,2026-07-08T17:29:18+00:00,,en,CAT;DOW,Caterpillar;Dow,Industrials,share-price movement,-0.965,0.008,0.020,0.972,0.000000,0.000000,0.000000,0.000000,1.000000,0.129736,0.5,68.1,34.7,0.0,0.0,0.0,-0.965,0.0,,"Caterpillar stock is down 5.4% on its latest acquisition, dragging the Dow lower.",0.972,1.000,0.690542,0.900,0.621488,False,1.0,
rss-0b1f061d55c5b59a,rss-68b6ed2b7be474f7,Yahoo Finance RSS,Yahoo Finance RSS,1,Caterpillar expands mining technology capabilities with Skycatch acquisition,"Caterpillar Inc. (NYSE: CAT) has acquired Skycatch, Inc. (Skycatch), a leading provider of spatial data capture, processing and analysis solutions for the mining industry, further enhancing its capabilities following the recent acquisition of RPMGlobal (RPM). The acquisition expands Caterpillar's portfolio of data-driven mining technology solutions that help customers optimize material movement.","Caterpillar Inc. (NYSE: CAT) has acquired Skycatch, Inc. (Skycatch), a leading provider of spatial data capture, processing and analysis solutions for the mining industry, further enhancing its capabilities following the recent acquisition of RPMGlobal (RPM). The acquisition expands Caterpillar's portfolio of data-driven mining technology solutions that help customers optimize material movement.",,summary,False,https://finance.yahoo.com/technology/articles/caterpillar-expands-mining-technology-capabilities-131500724.html?.tsrc=rss,2026-07-07T13:15:00+00:00,2026-07-08T17:29:18+00:00,,en,CAT,Caterpillar,Industrials,mergers and acquisitions,0.558,0.572,0.413,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.679267,40.0,1.0,36.9,0.0,0.0,0.0,0.558,0.0,,"(Skycatch), a leading provider of spatial data capture, processing and analysis solutions for the mining industry, further enhancing its capabilities following the recent acquisition of RPMGlobal (RPM).",0.572,1.000,0.675570,0.900,0.608013,False,1.0,
rss-2080597ef4aff670,rss-2080597ef4aff670,Yahoo Finance RSS,Yahoo Finance RSS,1,Is Apple Stock a Buy After Its Recent Pullback? Here's What History Suggests.,Look for history to repeat itself with Apple's latest pullback.,Look for history to repeat itself with Apple's latest pullback.,,summary,False,https://www.fool.com/investing/2026/07/07/is-apple-stock-a-buy-after-its-recent-pullback-her/?.tsrc=rss,2026-07-07T09:04:00+00:00,2026-07-08T17:29:18+00:00,,en,AAPL;CAT,Apple;Caterpillar,Technology,share-price movement,0.025,0.090,0.845,0.065,0.000000,0.000000,0.000000,0.000000,1.000000,0.488023,6.3,4.6,78.5,0.0,0.0,0.0,0.025,0.0,,Is Apple Stock a Buy After Its Recent Pullback?,0.845,1.000,0.637436,0.900,0.573692,False,1.0,
rss-a7e6a95b7ae2177c,rss-a7e6a95b7ae2177c,Yahoo Finance RSS,Yahoo Finance RSS,1,"Top Stock Picks for Week of July 6, 2026",An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,,summary,False,https://finance.yahoo.com/markets/stocks/articles/top-stock-picks-week-july-215800646.html?.tsrc=rss,2026-07-06T21:58:00+00:00,2026-07-08T17:29:18+00:00,,en,CAT,Caterpillar,Industrials,semiconductors,0.253,0.267,0.720,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.587653,18.7,0.9,46.4,0.0,0.0,0.0,0.253,0.0,,An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,0.720,1.000,0.546365,0.900,0.491729,False,1.0,
rss-3a08503ed052b47b,rss-3a08503ed052b47b,Yahoo Finance RSS,Yahoo Finance RSS,1,GE Vernova (GEV) Declines More Than Market: Some Information for Investors,"GE Vernova (GEV) reached $1 at the closing of the latest trading day, reflecting a -6.51% change compared to its last close.","GE Vernova (GEV) reached $1 at the closing of the latest trading day, reflecting a -6.51% change compared to its last close.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/ge-vernova-gev-declines-more-220004776.html?.tsrc=rss,2026-07-07T22:00:04+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,general market sentiment,-0.003,0.488,0.022,0.491,0.000000,0.000000,0.000000,0.000000,0.000000,0.712301,34.1,34.4,22.2,0.0,0.0,0.0,-0.003,0.0,,"GE Vernova (GEV) reached $1 at the closing of the latest trading day, reflecting a -6.51% change compared to its last close.",0.491,1.000,0.762876,0.900,0.686588,False,1.0,
rss-583b86ecede44dcf,rss-583b86ecede44dcf,Yahoo Finance RSS,Yahoo Finance RSS,1,GE Aerospace (GE) Registers a Bigger Fall Than the Market: Important Facts to Note,"GE Aerospace (GE) concluded the recent trading session at $366.98, signifying a -3.09% move from its prior day's close.","GE Aerospace (GE) concluded the recent trading session at $366.98, signifying a -3.09% move from its prior day's close.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/ge-aerospace-ge-registers-bigger-215003810.html?.tsrc=rss,2026-07-07T21:50:03+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,general market sentiment,0.701,0.841,0.019,0.140,0.000000,0.000000,0.000000,0.000000,0.000000,0.452212,58.9,9.8,14.3,0.0,0.0,0.0,0.701,0.0,,"GE Aerospace (GE) concluded the recent trading session at $366.98, signifying a -3.09% move from its prior day's close.",0.841,1.000,0.761109,0.900,0.684998,False,1.0,
rss-9e995263f4d3e995,rss-9e995263f4d3e995,Yahoo Finance RSS,Yahoo Finance RSS,1,"General Electric (GE) Updates By Laws And Dividend, Is The Stock Above Fair Value?","General Electric (GE) is back in focus after its board approved amendments to the company’s by-laws and reaffirmed a quarterly cash dividend, giving investors fresh information on both governance and income policy. See our latest analysis for General Electric. These governance and dividend updates come after a strong run in General Electric’s share price, with a 30 day share price return of 15.45% and 90 day share price return of 31.21%, while the 1 year total shareholder return of 53.07% and...","General Electric (GE) is back in focus after its board approved amendments to the company’s by-laws and reaffirmed a quarterly cash dividend, giving investors fresh information on both governance and income policy. See our latest analysis for General Electric. These governance and dividend updates come after a strong run in General Electric’s share price, with a 30 day share price return of 15.45% and 90 day share price return of 31.21%, while the 1 year total shareholder return of 53.07% and...",,summary,False,https://finance.yahoo.com/markets/stocks/articles/general-electric-ge-updates-laws-182116603.html?.tsrc=rss,2026-07-07T18:21:16+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,dividend,0.437,0.464,0.510,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.724589,32.5,1.9,42.1,0.0,0.0,0.0,0.437,0.0,,"These governance and dividend updates come after a strong run in General Electric’s share price, with a 30 day share price return of 15.45% and 90 day share price return of 31.21%, while the 1 year total shareholder return of 53.07% and...",0.510,1.000,0.725200,0.900,0.652680,False,1.0,
rss-cf70c31ae3f89e88,rss-cf70c31ae3f89e88,Yahoo Finance RSS,Yahoo Finance RSS,1,Lockheed Martin and 7 More Stocks That Could Benefit From the NATO Meeting in Turkey,The meeting of 32 nations to talk over national defense and shared goals can be a catalyst for defense stocks.,The meeting of 32 nations to talk over national defense and shared goals can be a catalyst for defense stocks.,,summary,False,https://finance.yahoo.com/m/8f4fbf0b-7244-3415-bc51-ef8ad3f21f19/lockheed-martin-and-7-more.html?.tsrc=rss,2026-07-07T17:34:00+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,general market sentiment,0.590,0.604,0.381,0.015,0.000000,0.000000,0.000000,0.000000,1.000000,0.667744,42.3,1.0,65.3,0.0,0.0,0.0,0.590,0.0,,The meeting of 32 nations to talk over national defense and shared goals can be a catalyst for defense stocks.,0.604,1.000,0.717309,0.900,0.645578,False,1.0,
rss-20dbaacd286ee9df,rss-20dbaacd286ee9df,Yahoo Finance RSS,Yahoo Finance RSS,1,X-Energy Declines 18.9% in a Month: How Should You Play the Stock Now?,"XE builds momentum with reactor projects and regulatory progress, yet its recent stock decline may leave investors weighing next steps.","XE builds momentum with reactor projects and regulatory progress, yet its recent stock decline may leave investors weighing next steps.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/x-energy-declines-18-9-162100956.html?.tsrc=rss,2026-07-07T16:21:00+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,regulatory risk,-0.705,0.036,0.224,0.741,0.000000,0.000000,0.000000,0.000000,1.000000,0.615649,2.5,51.8,57.4,0.0,0.0,0.0,-0.705,80.0,regulatory risk,"XE builds momentum with reactor projects and regulatory progress, yet its recent stock decline may leave investors weighing next steps.",0.741,1.000,0.705289,0.900,0.634760,False,1.0,
rss-bdd707fd280df720,rss-bdd707fd280df720,Yahoo Finance RSS,Yahoo Finance RSS,1,Will Strength in Defense Aerospace Market Continue to Drive Howmet's Growth?,"HWM's defense aerospace business is gaining from strong military demand, program expansion and a higher 2026 outlook as funding supports growth.","HWM's defense aerospace business is gaining from strong military demand, program expansion and a higher 2026 outlook as funding supports growth.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/strength-defense-aerospace-market-continue-150100280.html?.tsrc=rss,2026-07-07T15:01:00+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,general market sentiment,0.800,0.813,0.174,0.013,0.000000,0.000000,1.000000,0.000000,0.000000,0.482246,66.9,0.9,21.4,0.0,0.0,0.0,0.800,100.0,liquidity risk,"HWM's defense aerospace business is gaining from strong military demand, program expansion and a higher 2026 outlook as funding supports growth.",0.813,1.000,0.692348,0.900,0.623113,False,1.0,
rss-755b3e5fbfa73593,rss-755b3e5fbfa73593,Yahoo Finance RSS,Yahoo Finance RSS,1,Trump Says US Will Consider Selling Turkey F-35 Fighter Jets,"(Bloomberg) -- President Donald Trump gave another strong indication that he may soon try to reverse his own ban on Turkey buying F-35 fighter jets from the US.Most Read from BloombergGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaMicrosoft’s Xbox to Cut 3,200 Jobs, Divest Five Studios in Major OverhaulTwo Millennium Trading Pods Made About $3.7 Billion Last MonthChip Stocks Tumble on AI Anxiety as Oil Climbs: Markets WrapSaudis Slash Main Oil Price to Rare Discount as Market Di","(Bloomberg) -- President Donald Trump gave another strong indication that he may soon try to reverse his own ban on Turkey buying F-35 fighter jets from the US.Most Read from BloombergGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaMicrosoft’s Xbox to Cut 3,200 Jobs, Divest Five Studios in Major OverhaulTwo Millennium Trading Pods Made About $3.7 Billion Last MonthChip Stocks Tumble on AI Anxiety as Oil Climbs: Markets WrapSaudis Slash Main Oil Price to Rare Discount as Market Di",,summary,False,https://finance.yahoo.com/economy/policy/articles/trump-says-us-consider-selling-133032117.html?.tsrc=rss,2026-07-07T13:30:32+00:00,2026-07-08T17:29:19+00:00,,en,GE,GE,Industrials,semiconductors,-0.232,0.317,0.135,0.548,0.000000,0.000000,0.000000,0.000000,1.000000,0.877418,22.2,38.4,61.7,0.0,0.0,0.0,-0.232,60.0,commodity risk,"(Bloomberg) -- President Donald Trump gave another strong indication that he may soon try to reverse his own ban on Turkey buying F-35 fighter jets from the US.Most Read from BloombergGreece Offers Bounty to Catch Ravenous Fish Lured by Warming SeaMicrosoft’s Xbox to Cut 3,200 Jobs, Divest Five Studios in Major OverhaulTwo Millennium Trading Pods Made About $3.7 Billion Last MonthChip Stocks Tumble on AI Anxiety as Oil Climbs: Markets WrapSaudis Slash Main Oil Price to Rare Discount as Market Di.",0.548,1.000,0.678001,0.900,0.610201,False,1.0,
rss-ab2f214b10a44950,rss-ab2f214b10a44950,Yahoo Finance RSS,Yahoo Finance RSS,1,"Stock Market Today, July 8: Stocks Slide and Dow Drops 1.5% as Middle East Tensions Spike","On July 8, 2026, a reescalation of U.S.-Iran tensions sent crude surging and equities tumbling across all three major indexes.","On July 8, 2026, a reescalation of U.S.-Iran tensions sent crude surging and equities tumbling across all three major indexes.",,summary,False,https://www.fool.com/coverage/stock-market-today/2026/07/08/stock-market-today-july-8-stocks-slide-and-dow-drops-1-5-as-middle-east-tensions-spike/?.tsrc=rss,2026-07-08T16:42:35+00:00,2026-07-08T17:29:19+00:00,,en,DOW;XOM,Dow;ExxonMobil,Energy,oil price movement,-0.936,0.015,0.034,0.951,0.000000,0.000000,0.000000,0.000000,0.000000,0.205595,1.1,66.6,7.5,0.0,0.0,0.0,-0.936,60.0,commodity risk,"On July 8, 2026, a reescalation of U.S.-Iran tensions sent crude surging and equities tumbling across all three major indexes.",0.951,1.000,0.989240,0.900,0.890316,False,1.0,
rss-8f1b9dd9b07e8f88,rss-8f1b9dd9b07e8f88,Yahoo Finance RSS,Yahoo Finance RSS,1,Why Exxon (XOM) Could Beat Earnings Estimates Again,Exxon (XOM) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,Exxon (XOM) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,,summary,False,https://finance.yahoo.com/markets/stocks/articles/why-exxon-xom-could-beat-161002253.html?.tsrc=rss,2026-07-08T16:10:02+00:00,2026-07-08T17:29:19+00:00,,en,XOM,ExxonMobil,Energy,general market sentiment,0.913,0.926,0.062,0.013,0.000000,0.000000,0.000000,0.000000,1.000000,0.272338,64.8,0.9,40.6,0.0,0.0,0.0,0.913,0.0,,Exxon (XOM) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,0.926,1.000,0.981815,0.900,0.883633,False,1.0,
rss-2f191c4bd82f3c03,rss-2f191c4bd82f3c03,Yahoo Finance RSS,Yahoo Finance RSS,1,"Oil Prices Jump After U.S. Strikes Kharg Island, Trump Says Cease-Fire Is ‘Over’","The U.S. launched strikes on more than 80 Iranian targets, including Kharg Island, air defense systems, radar sites, and small boats.","The U.S. launched strikes on more than 80 Iranian targets, including Kharg Island, air defense systems, radar sites, and small boats.",,summary,False,https://finance.yahoo.com/m/3e16c4d3-46e8-36ce-8951-534292af474f/oil-prices-jump-after-u.s..html?.tsrc=rss,2026-07-08T17:14:00+00:00,2026-07-08T17:29:19+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,oil price movement,-0.179,0.114,0.593,0.293,0.000000,0.000000,0.000000,0.000000,0.000000,0.834428,8.0,20.5,48.8,0.0,0.0,0.0,-0.179,0.0,,Oil Prices Jump After U.S.,0.593,1.000,0.996461,0.900,0.896815,False,1.0,
rss-7c8555a67bc42f6b,rss-7c8555a67bc42f6b,Yahoo Finance RSS,Yahoo Finance RSS,1,Sector Update: Energy Stocks Advance Pre-Bell Wednesday,"Energy stocks were advancing pre-bell Wednesday, with the State Street Energy Select Sector SPDR ETF","Energy stocks were advancing pre-bell Wednesday, with the State Street Energy Select Sector SPDR ETF",,summary,False,https://finance.yahoo.com/energy/articles/sector-energy-stocks-advance-pre-132248040.html?.tsrc=rss,2026-07-08T13:22:48+00:00,2026-07-08T17:29:19+00:00,,en,XOM,ExxonMobil,Energy,general market sentiment,0.175,0.235,0.706,0.060,0.000000,0.000000,0.000000,0.000000,0.000000,0.686748,16.4,4.2,48.8,0.0,0.0,0.0,0.175,0.0,,"Energy stocks were advancing pre-bell Wednesday, with the State Street Energy Select Sector SPDR ETF Energy stocks were advancing pre-bell Wednesday, with the State Street Energy Select Sector SPDR ETF",0.706,1.000,0.944534,0.900,0.850081,False,1.0,
rss-12123f041e6edaa4,rss-12123f041e6edaa4,Yahoo Finance RSS,Yahoo Finance RSS,1,Big Oil Battle Royale: Is ExxonMobil or Chevron the Better Buy for 2030 Right Now?,"Oil stocks have dipped recently, making these two integrated giants appealing options for investors today.","Oil stocks have dipped recently, making these two integrated giants appealing options for investors today.",,summary,False,https://www.fool.com/investing/2026/07/08/big-oil-battle-royale-exxonmobil-chevron-buy/?.tsrc=rss,2026-07-08T12:08:00+00:00,2026-07-08T17:29:19+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,general market sentiment,-0.630,0.038,0.294,0.668,0.000000,0.000000,0.000000,0.000000,0.000000,0.686646,2.7,46.8,32.3,0.0,0.0,0.0,-0.630,0.0,,"Oil stocks have dipped recently, making these two integrated giants appealing options for investors today.",0.668,1.000,0.928320,0.900,0.835488,False,1.0,
rss-19bbb3d2e1ba2ac8,rss-19bbb3d2e1ba2ac8,Yahoo Finance RSS,Yahoo Finance RSS,1,3 Calendar Spread Trade Ideas For This Wednesday,Calendar spreads are an option trade that involves selling a short-term option and buying a longer-term option with the same strike.,Calendar spreads are an option trade that involves selling a short-term option and buying a longer-term option with the same strike.,,summary,False,https://www.barchart.com/story/news/3180672/3-calendar-spread-trade-ideas-for-this-wednesday?.tsrc=rss,2026-07-08T11:00:02+00:00,2026-07-08T17:29:19+00:00,,en,XOM,ExxonMobil,Energy,general market sentiment,-0.041,0.023,0.914,0.064,0.000000,0.000000,0.000000,0.000000,0.000000,0.312854,1.6,4.5,45.9,0.0,0.0,0.0,-0.041,0.0,,Calendar spreads are an option trade that involves selling a short-term option and buying a longer-term option with the same strike.,0.914,1.000,0.913829,0.900,0.822446,False,1.0,
rss-d026fcfadbd7c0ea,rss-d026fcfadbd7c0ea,Yahoo Finance RSS,Yahoo Finance RSS,1,"Stock Market News for July 8, 2026",U.S. stock markets closed lower on Tuesday following the escalation of war between the United States and Iran.,U.S. stock markets closed lower on Tuesday following the escalation of war between the United States and Iran.,,summary,False,https://finance.yahoo.com/markets/stocks/articles/stock-market-news-july-8-095100764.html?.tsrc=rss,2026-07-08T09:51:00+00:00,2026-07-08T17:29:19+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,general market sentiment,-0.516,0.028,0.427,0.544,0.000000,0.000000,0.000000,0.000000,0.000000,0.723697,2.0,38.1,38.8,0.0,0.0,0.0,-0.516,0.0,,stock markets closed lower on Tuesday following the escalation of war between the United States and Iran.,0.544,1.000,0.899342,0.900,0.809408,False,1.0,
rss-ff11cb6cd13e189f,rss-8f1b9dd9b07e8f88,Yahoo Finance RSS,Yahoo Finance RSS,1,Exxon Mobil (XOM) Price Target Lowered by $17 at TD Cowen. Here is Why,"With an annual dividend yield of 3.01%, Exxon Mobil Corporation (NYSE:XOM) is included among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds. Exxon Mobil Corporation (NYSE:XOM) is one of the largest integrated fuels, lubricants, and chemical companies in the world. On July 2, TD Cowen trimmed its price target on Exxon […]","With an annual dividend yield of 3.01%, Exxon Mobil Corporation (NYSE:XOM) is included among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds. Exxon Mobil Corporation (NYSE:XOM) is one of the largest integrated fuels, lubricants, and chemical companies in the world. On July 2, TD Cowen trimmed its price target on Exxon […]",,summary,False,https://finance.yahoo.com/energy/articles/exxon-mobil-xom-price-target-050508533.html?.tsrc=rss,2026-07-08T05:05:08+00:00,2026-07-08T17:29:19+00:00,,en,CVX;XOM,Chevron;ExxonMobil,Energy,dividend,-0.016,0.220,0.544,0.236,0.000000,0.600000,0.000000,0.000000,0.000000,0.915055,15.4,28.5,49.2,0.0,0.0,0.0,-0.016,36.0,interest rate risk,"With an annual dividend yield of 3.01%, Exxon Mobil Corporation (NYSE:XOM) is included among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds.",0.544,1.000,0.841756,0.900,0.757580,False,1.0,
