article_id,source,title,summary,content,url,published_at,collected_at,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,agg_weight,is_duplicate,dedup_factor
demo-08-02,Demo Analyst Note,Chevron commodity shock update 2 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,https://example.com/demo-08-02,2026-06-13T07:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;CVX,Chevron;ConocoPhillips,Energy,oil price movement,-0.188,0.187,0.437,0.376,18.7,37.6,64.2,0.0,0.0,0.0,-0.188,56.0,commodity risk,oil price volatility increased uncertainty for margins.,0.437,1.000,0.000370,0.000370,False,1.0
demo-08-03,Demo Macro Watch,ConocoPhillips cash flow update 3 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,https://example.com/demo-08-03,2026-06-11T04:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,cash flow,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.390,1.000,0.000182,0.000182,False,1.0
demo-08-04,Demo Market Wire,ExxonMobil geopolitical risk update 4 shapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-08-04,2026-06-09T01:00:00+00:00,2026-07-07T00:00:00+00:00,en,CVX;XOM,Chevron;ExxonMobil,Energy,geopolitical risk,-0.471,0.166,0.197,0.637,16.6,63.7,44.8,0.0,0.0,0.0,-0.471,78.4,geopolitical risk,geopolitical supply concerns lifted risk premiums.,0.637,1.000,0.000090,0.000090,False,1.0
demo-08-05,Demo Finance Daily,Chevron oil price movement update 5 shapes Energy sentiment,higher crude prices improved cash flow expectations. Investors linked the move to oil price movement.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. higher crude prices improved cash flow expectations. Analysts said commodity risk should be monitored over the next few weeks.,https://example.com/demo-08-05,2026-06-07T22:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;CVX,Chevron;ConocoPhillips,Energy,oil price movement,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,higher crude prices improved cash flow expectations.,0.390,1.000,0.000062,0.000062,False,1.0
demo-08-06,Demo Sector Brief,ConocoPhillips commodity shock update 6 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,https://example.com/demo-08-06,2026-07-05T19:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,oil price movement,-0.188,0.187,0.437,0.376,18.7,37.6,64.2,0.0,0.0,0.0,-0.188,56.0,commodity risk,oil price volatility increased uncertainty for margins.,0.437,1.000,0.668461,0.668461,False,1.0
demo-08-07,Demo Analyst Note,ExxonMobil cash flow update 7 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,https://example.com/demo-08-07,2026-07-03T16:00:00+00:00,2026-07-07T00:00:00+00:00,en,CVX;XOM,Chevron;ExxonMobil,Energy,cash flow,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.390,1.000,0.329193,0.329193,False,1.0
demo-08-08,Demo Macro Watch,Chevron geopolitical risk update 8 shapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-08-08,2026-07-01T13:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;CVX,Chevron;ConocoPhillips,Energy,geopolitical risk,-0.471,0.166,0.197,0.637,16.6,63.7,44.8,0.0,0.0,0.0,-0.471,78.4,geopolitical risk,geopolitical supply concerns lifted risk premiums.,0.637,1.000,0.162116,0.162116,False,1.0
demo-08-09,Demo Market Wire,ConocoPhillips oil price movement update 9 shapes Energy sentiment,higher crude prices improved cash flow expectations. Investors linked the move to oil price movement.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. higher crude prices improved cash flow expectations. Analysts said commodity risk should be monitored over the next few weeks.,https://example.com/demo-08-09,2026-06-29T10:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,oil price movement,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,higher crude prices improved cash flow expectations.,0.390,1.000,0.079836,0.079836,False,1.0
demo-08-10,Demo Finance Daily,ExxonMobil commodity shock update 10 shapes Energy sentiment,oil price volatility increased uncertainty for margins. Investors linked the move to commodity shock.,ExxonMobil and Chevron were mentioned in demo coverage of Energy. oil price volatility increased uncertainty for margins. Analysts said geopolitical risk should be monitored over the next few weeks.,https://example.com/demo-08-10,2026-06-27T07:00:00+00:00,2026-07-07T00:00:00+00:00,en,CVX;XOM,Chevron;ExxonMobil,Energy,oil price movement,-0.188,0.187,0.437,0.376,18.7,37.6,64.2,0.0,0.0,0.0,-0.188,56.0,commodity risk,oil price volatility increased uncertainty for margins.,0.437,1.000,0.039316,0.039316,False,1.0
demo-08-11,Demo Sector Brief,Chevron cash flow update 11 shapes Energy sentiment,capital discipline remained supportive for shareholders. Investors linked the move to cash flow.,Chevron and ConocoPhillips were mentioned in demo coverage of Energy. capital discipline remained supportive for shareholders. Analysts said earnings risk should be monitored over the next few weeks.,https://example.com/demo-08-01,2026-06-25T04:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;CVX,Chevron;ConocoPhillips,Energy,cash flow,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.390,1.000,0.019362,0.005809,True,0.3
demo-08-12,Demo Analyst Note,ExxonMobil oil price movement update 1 reshapes Energy sentiment,geopolitical supply concerns lifted risk premiums. Investors linked the move to geopolitical risk.,ConocoPhillips and ExxonMobil were mentioned in demo coverage of Energy. geopolitical supply concerns lifted risk premiums. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-08-12,2026-06-23T01:00:00+00:00,2026-07-07T00:00:00+00:00,en,COP;XOM,ConocoPhillips;ExxonMobil,Energy,geopolitical risk,-0.372,0.203,0.221,0.575,20.3,57.5,48.8,0.0,0.0,0.0,-0.372,75.3,geopolitical risk,geopolitical supply concerns lifted risk premiums.,0.575,1.000,0.009535,0.006675,True,0.7
demo-09-01,Demo Analyst Note,NextEra Energy interest rate uncertainty update 1 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-09-01,2026-06-12T08:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,interest rate uncertainty,-0.031,0.296,0.376,0.327,29.6,32.7,62.4,0.0,0.0,0.0,-0.031,49.9,interest rate risk,lower yield expectations supported dividend sectors.,0.376,1.000,0.000269,0.000269,False,1.0
demo-09-02,Demo Macro Watch,Duke Energy defensive demand update 2 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,https://example.com/demo-09-02,2026-06-10T05:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;SO,Duke Energy;Southern Company,Utilities,regulatory risk,-0.377,0.148,0.327,0.525,14.8,52.5,55.6,0.0,0.0,0.0,-0.377,76.5,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.525,1.000,0.000132,0.000132,False,1.0
demo-09-03,Demo Market Wire,Southern Company renewable investment update 3 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-09-03,2026-06-08T02:00:00+00:00,2026-07-07T00:00:00+00:00,en,NEE;SO,NextEra Energy;Southern Company,Utilities,renewable investment,0.350,0.554,0.243,0.203,55.4,20.3,50.8,0.0,0.0,0.0,0.350,77.4,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.554,1.000,0.000065,0.000065,False,1.0
demo-09-04,Demo Finance Daily,NextEra Energy dividend yield update 4 shapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,https://example.com/demo-09-04,2026-07-06T23:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,interest rate uncertainty,-0.068,0.231,0.470,0.299,23.1,29.9,66.6,0.0,0.0,0.0,-0.068,52.1,interest rate risk,financing costs remained a watch point.,0.470,1.000,0.986207,0.986207,False,1.0
demo-09-05,Demo Sector Brief,Duke Energy interest rate uncertainty update 5 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-09-05,2026-07-04T20:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;SO,Duke Energy;Southern Company,Utilities,interest rate uncertainty,-0.031,0.296,0.376,0.327,29.6,32.7,62.4,0.0,0.0,0.0,-0.031,49.9,interest rate risk,lower yield expectations supported dividend sectors.,0.376,1.000,0.485672,0.485672,False,1.0
demo-09-06,Demo Analyst Note,Southern Company defensive demand update 6 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,https://example.com/demo-09-06,2026-07-02T17:00:00+00:00,2026-07-07T00:00:00+00:00,en,NEE;SO,NextEra Energy;Southern Company,Utilities,regulatory risk,-0.377,0.148,0.327,0.525,14.8,52.5,55.6,0.0,0.0,0.0,-0.377,76.5,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.525,1.000,0.239176,0.239176,False,1.0
demo-09-07,Demo Macro Watch,NextEra Energy renewable investment update 7 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-09-07,2026-06-30T14:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,renewable investment,0.350,0.554,0.243,0.203,55.4,20.3,50.8,0.0,0.0,0.0,0.350,77.4,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.554,1.000,0.117786,0.117786,False,1.0
demo-09-08,Demo Market Wire,Duke Energy dividend yield update 8 shapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,https://example.com/demo-09-08,2026-06-28T11:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;SO,Duke Energy;Southern Company,Utilities,interest rate uncertainty,-0.068,0.231,0.470,0.299,23.1,29.9,66.6,0.0,0.0,0.0,-0.068,52.1,interest rate risk,financing costs remained a watch point.,0.470,1.000,0.058005,0.058005,False,1.0
demo-09-09,Demo Finance Daily,Southern Company interest rate uncertainty update 9 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-09-09,2026-06-26T08:00:00+00:00,2026-07-07T00:00:00+00:00,en,NEE;SO,NextEra Energy;Southern Company,Utilities,interest rate uncertainty,-0.031,0.296,0.376,0.327,29.6,32.7,62.4,0.0,0.0,0.0,-0.031,49.9,interest rate risk,lower yield expectations supported dividend sectors.,0.376,1.000,0.028566,0.028566,False,1.0
demo-09-10,Demo Sector Brief,NextEra Energy defensive demand update 10 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,https://example.com/demo-09-10,2026-06-24T05:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,regulatory risk,-0.377,0.148,0.327,0.525,14.8,52.5,55.6,0.0,0.0,0.0,-0.377,76.5,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.525,1.000,0.014067,0.014067,False,1.0
demo-09-11,Demo Analyst Note,Duke Energy renewable investment update 11 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-09-01,2026-06-22T02:00:00+00:00,2026-07-07T00:00:00+00:00,en,DUK;SO,Duke Energy;Southern Company,Utilities,renewable investment,0.350,0.554,0.243,0.203,55.4,20.3,50.8,0.0,0.0,0.0,0.350,77.4,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.554,1.000,0.006928,0.002078,True,0.3
demo-09-12,Demo Macro Watch,NextEra Energy interest rate uncertainty update 1 reshapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,https://example.com/demo-09-12,2026-06-20T23:00:00+00:00,2026-07-07T00:00:00+00:00,en,NEE;SO,NextEra Energy;Southern Company,Utilities,interest rate uncertainty,-0.118,0.198,0.486,0.316,19.8,31.6,66.8,0.0,0.0,0.0,-0.118,54.0,interest rate risk,financing costs remained a watch point.,0.486,1.000,0.004761,0.003333,True,0.7
demo-10-01,Demo Macro Watch,Prologis housing market update 1 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-10-01,2026-06-09T06:00:00+00:00,2026-07-07T00:00:00+00:00,en,PLD;SPG,Prologis;Simon Property,Real Estate,housing market,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,81.8,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.413,1.000,0.000096,0.000096,False,1.0
demo-10-02,Demo Market Wire,Simon Property refinancing risk update 2 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-10-02,2026-06-07T03:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;SPG,Realty Income;Simon Property,Real Estate,interest rate uncertainty,-0.427,0.157,0.259,0.584,15.7,58.4,50.3,0.0,0.0,0.0,-0.427,62.5,interest rate risk,refinancing costs pressured REIT valuations.,0.584,1.000,0.000047,0.000047,False,1.0
demo-10-03,Demo Finance Daily,Realty Income tenant demand update 3 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-10-03,2026-07-06T00:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;PLD,Prologis;Realty Income,Real Estate,tenant demand,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,51.8,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.413,1.000,0.716531,0.716531,False,1.0
demo-10-04,Demo Sector Brief,Prologis interest rate uncertainty update 4 shapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,https://example.com/demo-10-04,2026-07-03T21:00:00+00:00,2026-07-07T00:00:00+00:00,en,PLD;SPG,Prologis;Simon Property,Real Estate,interest rate uncertainty,-0.360,0.148,0.344,0.508,14.8,50.8,56.8,0.0,0.0,0.0,-0.360,46.0,valuation risk,higher cap rates weighed on property values.,0.508,1.000,0.352866,0.352866,False,1.0
demo-10-05,Demo Analyst Note,Simon Property housing market update 5 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-10-05,2026-07-01T18:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;SPG,Realty Income;Simon Property,Real Estate,housing market,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,81.8,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.413,1.000,0.173774,0.173774,False,1.0
demo-10-06,Demo Macro Watch,Realty Income refinancing risk update 6 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-10-06,2026-06-29T15:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;PLD,Prologis;Realty Income,Real Estate,interest rate uncertainty,-0.427,0.157,0.259,0.584,15.7,58.4,50.3,0.0,0.0,0.0,-0.427,62.5,interest rate risk,refinancing costs pressured REIT valuations.,0.584,1.000,0.085577,0.085577,False,1.0
demo-10-07,Demo Market Wire,Prologis tenant demand update 7 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-10-07,2026-06-27T12:00:00+00:00,2026-07-07T00:00:00+00:00,en,PLD;SPG,Prologis;Simon Property,Real Estate,tenant demand,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,51.8,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.413,1.000,0.042144,0.042144,False,1.0
demo-10-08,Demo Finance Daily,Simon Property interest rate uncertainty update 8 shapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,https://example.com/demo-10-08,2026-06-25T09:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;SPG,Realty Income;Simon Property,Real Estate,interest rate uncertainty,-0.360,0.148,0.344,0.508,14.8,50.8,56.8,0.0,0.0,0.0,-0.360,46.0,valuation risk,higher cap rates weighed on property values.,0.508,1.000,0.020754,0.020754,False,1.0
demo-10-09,Demo Sector Brief,Realty Income housing market update 9 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,https://example.com/demo-10-09,2026-06-23T06:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;PLD,Prologis;Realty Income,Real Estate,housing market,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,81.8,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.413,1.000,0.010221,0.010221,False,1.0
demo-10-10,Demo Analyst Note,Prologis refinancing risk update 10 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,https://example.com/demo-10-10,2026-06-21T03:00:00+00:00,2026-07-07T00:00:00+00:00,en,PLD;SPG,Prologis;Simon Property,Real Estate,interest rate uncertainty,-0.427,0.157,0.259,0.584,15.7,58.4,50.3,0.0,0.0,0.0,-0.427,62.5,interest rate risk,refinancing costs pressured REIT valuations.,0.584,1.000,0.005033,0.005033,False,1.0
demo-10-11,Demo Macro Watch,Simon Property tenant demand update 11 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-10-01,2026-06-20T00:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;SPG,Realty Income;Simon Property,Real Estate,tenant demand,-0.076,0.255,0.413,0.332,25.5,33.2,64.1,0.0,0.0,0.0,-0.076,51.8,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.413,1.000,0.003459,0.001038,True,0.3
demo-10-12,Demo Market Wire,Prologis housing market update 1 reshapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,https://example.com/demo-10-12,2026-06-17T21:00:00+00:00,2026-07-07T00:00:00+00:00,en,O;PLD,Prologis;Realty Income,Real Estate,housing market,-0.298,0.177,0.349,0.474,17.7,47.4,58.3,0.0,0.0,0.0,-0.298,43.9,valuation risk,higher cap rates weighed on property values.,0.474,1.000,0.001704,0.001193,True,0.7
demo-11-01,Demo Market Wire,BHP commodity shock update 1 shapes Materials sentiment,copper demand expectations improved with grid investment. Investors linked the move to commodity shock.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. copper demand expectations improved with grid investment. Analysts said commodity risk should be monitored over the next few weeks.,https://example.com/demo-11-01,2026-07-06T04:00:00+00:00,2026-07-07T00:00:00+00:00,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,commodity shock,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,copper demand expectations improved with grid investment.,0.390,1.000,0.757465,0.757465,False,1.0
demo-11-02,Demo Finance Daily,Freeport-McMoRan industrial demand update 2 shapes Materials sentiment,chemical margins faced pressure from weak demand. Investors linked the move to industrial demand.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. chemical margins faced pressure from weak demand. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-11-02,2026-07-04T01:00:00+00:00,2026-07-07T00:00:00+00:00,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,industrial demand,-0.463,0.147,0.243,0.610,14.7,61.0,48.3,0.0,0.0,0.0,-0.463,63.6,demand risk,chemical margins faced pressure from weak demand.,0.610,1.000,0.373025,0.373025,False,1.0
demo-11-03,Demo Sector Brief,Dow copper prices update 3 shapes Materials sentiment,iron ore pricing supported mining cash flows. Investors linked the move to copper prices.,Dow and BHP were mentioned in demo coverage of Materials. iron ore pricing supported mining cash flows. Analysts said macro risk should be monitored over the next few weeks.,https://example.com/demo-11-03,2026-07-02T22:00:00+00:00,2026-07-07T00:00:00+00:00,en,BHP;DOW,BHP;Dow,Materials,commodity shock,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,iron ore pricing supported mining cash flows.,0.390,1.000,0.256376,0.256376,False,1.0
demo-11-04,Demo Analyst Note,BHP earnings risk update 4 shapes Materials sentiment,commodity swings increased earnings uncertainty. Investors linked the move to earnings risk.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. commodity swings increased earnings uncertainty. Analysts said earnings risk should be monitored over the next few weeks.,https://example.com/demo-11-04,2026-06-30T19:00:00+00:00,2026-07-07T00:00:00+00:00,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,earnings risk,-0.360,0.148,0.344,0.508,14.8,50.8,56.8,0.0,0.0,0.0,-0.360,61.0,earnings risk,Investors linked the move to earnings risk.,0.508,1.000,0.126256,0.126256,False,1.0
demo-11-05,Demo Macro Watch,Freeport-McMoRan commodity shock update 5 shapes Materials sentiment,copper demand expectations improved with grid investment. Investors linked the move to commodity shock.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. copper demand expectations improved with grid investment. Analysts said commodity risk should be monitored over the next few weeks.,https://example.com/demo-11-05,2026-06-28T16:00:00+00:00,2026-07-07T00:00:00+00:00,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,commodity shock,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,copper demand expectations improved with grid investment.,0.390,1.000,0.062177,0.062177,False,1.0
demo-11-06,Demo Market Wire,Dow industrial demand update 6 shapes Materials sentiment,chemical margins faced pressure from weak demand. Investors linked the move to industrial demand.,Dow and BHP were mentioned in demo coverage of Materials. chemical margins faced pressure from weak demand. Analysts said demand risk should be monitored over the next few weeks.,https://example.com/demo-11-06,2026-06-26T13:00:00+00:00,2026-07-07T00:00:00+00:00,en,BHP;DOW,BHP;Dow,Materials,industrial demand,-0.463,0.147,0.243,0.610,14.7,61.0,48.3,0.0,0.0,0.0,-0.463,63.6,demand risk,chemical margins faced pressure from weak demand.,0.610,1.000,0.030620,0.030620,False,1.0
demo-11-07,Demo Finance Daily,BHP copper prices update 7 shapes Materials sentiment,iron ore pricing supported mining cash flows. Investors linked the move to copper prices.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. iron ore pricing supported mining cash flows. Analysts said macro risk should be monitored over the next few weeks.,https://example.com/demo-11-07,2026-06-24T10:00:00+00:00,2026-07-07T00:00:00+00:00,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,commodity shock,0.116,0.390,0.336,0.274,39.0,27.4,59.8,0.0,0.0,0.0,0.116,48.4,commodity risk,iron ore pricing supported mining cash flows.,0.390,1.000,0.015079,0.015079,False,1.0
